frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.019429,0.011019,0.010313,0.014172,0.013752,0.004500,0.023522,0.036144,0.012505,0.000656,0.014101,0.077840,0.383524,0.035775,0.017202,0.075008,0.007396,0.007879,0.001300,0.016814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.001691,0.000688,0.000855,0.000866,0.002722,0.000290,0.000871,0.000773,0.000905,0.001062,0.002485,0.000124,0.000023,0.000015,0.000205,0.000625,0.001070,0.001748,0.000128,0.000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.001822,0.000694,0.001298,0.000906,0.001077,0.001957,0.002085,0.000615,0.000333,0.000628,0.015367,0.000826,0.000637,0.000274,0.003189,0.014734,0.034303,0.003639,0.001317,0.001658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.003372,0.001173,0.001063,0.000773,0.001242,0.003208,0.006045,0.003625,0.002326,0.002639,0.003734,0.001618,0.006924,0.004313,0.007955,0.004619,0.002456,0.018767,0.008058,0.018028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.017583,0.005345,0.005085,0.004264,0.005645,0.013741,0.027270,0.022710,0.012768,0.019726,0.021222,0.003771,0.004292,0.010833,0.065380,0.000660,0.002771,0.008984,0.004484,0.001821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.000373,0.000088,0.000104,0.000129,0.000217,0.000105,0.000216,0.000178,0.000045,0.000028,0.000081,0.000069,0.000042,0.000021,0.000007,0.000015,0.000015,0.000027,0.000006,0.000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.002912,0.001047,0.000956,0.001118,0.002266,0.001014,0.003692,0.002645,0.001301,0.000855,0.001094,0.001076,0.003121,0.000483,0.002110,0.000145,0.000114,0.001024,0.000120,0.000262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000174,0.000036,0.000036,0.000040,0.000153,0.001805,0.006233,0.004446,0.003233,0.000893,0.009624,0.014095,0.057606,0.007501,0.003992,0.001682,0.000511,0.002775,0.000311,0.001236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.007910,0.003574,0.004048,0.003667,0.004242,0.010975,0.031206,0.042373,0.011699,0.001650,0.007397,0.022605,0.073341,0.017054,0.004520,0.032289,0.020060,0.008221,0.002903,0.016469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000012,0.000004,0.000005,0.000003,0.000019,0.000004,0.000004,0.000002,0.000002,0.000004,0.000008,0.000001,0.000000,0.000000,0.000000,0.000041,0.000098,0.000077,0.000106,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
