frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.015399,0.007064,0.007352,0.012142,0.011757,0.003633,0.015538,0.017052,0.009564,0.001592,0.046839,0.160293,0.784436,0.175196,0.211461,0.436905,0.134689,0.099161,0.014265,0.116348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.007329,0.004225,0.005753,0.004936,0.011263,0.002985,0.005647,0.006041,0.009035,0.012886,0.019562,0.000916,0.000301,0.000161,0.003731,0.013483,0.018769,0.013577,0.001759,0.000826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.005732,0.002396,0.003944,0.002644,0.002084,0.010891,0.007566,0.002849,0.002495,0.004307,0.035413,0.002557,0.003920,0.003287,0.045343,0.136972,0.309055,0.028618,0.033890,0.037358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.007533,0.001639,0.001823,0.001626,0.003025,0.077059,0.071656,0.015793,0.031019,0.040935,0.112842,0.037812,0.047682,0.065295,0.160727,0.057473,0.097642,0.257122,0.090590,0.121440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.042397,0.019515,0.019242,0.016988,0.015057,0.096491,0.121432,0.067621,0.059570,0.076943,0.274085,0.045596,0.042863,0.057040,0.334309,0.046915,0.167576,0.042959,0.043528,0.034873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.002864,0.000801,0.001077,0.001139,0.001200,0.006499,0.006198,0.005258,0.002846,0.002068,0.006584,0.003263,0.003099,0.002518,0.002551,0.004149,0.003788,0.001457,0.000902,0.002735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.009916,0.003500,0.003947,0.004941,0.008066,0.008064,0.026297,0.009327,0.010388,0.007199,0.042751,0.011163,0.038366,0.004482,0.059821,0.007694,0.003948,0.013318,0.001252,0.005203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000523,0.000090,0.000142,0.000155,0.000613,0.012829,0.026082,0.006449,0.018322,0.010430,0.135066,0.086234,0.232788,0.039050,0.102017,0.048010,0.030505,0.109460,0.006038,0.031185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.009832,0.004963,0.005757,0.004931,0.003923,0.031385,0.075127,0.112327,0.043133,0.009648,0.017217,0.143461,0.671448,0.298473,0.038641,0.187164,0.306440,0.102377,0.072416,0.144265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000089,0.000038,0.000065,0.000031,0.000118,0.000104,0.000059,0.000022,0.000034,0.000122,0.000379,0.000021,0.000005,0.000002,0.000015,0.002150,0.003571,0.000725,0.002394,0.000396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
