frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.003490,0.001995,0.002143,0.003105,0.004386,0.123653,0.132463,0.172449,0.190640,0.076053,0.314110,0.701632,0.900794,0.614317,0.147450,0.267653,0.489113,0.491401,0.343783,0.180756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.006301,0.003498,0.006787,0.004638,0.012816,0.035244,0.022060,0.022144,0.030679,0.031336,0.053366,0.063307,0.167552,0.124924,0.077070,0.069812,0.305866,0.492301,0.444854,0.098028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.001878,0.000832,0.001835,0.001236,0.003382,0.015789,0.005439,0.004434,0.007900,0.010067,0.030618,0.013145,0.037072,0.036178,0.072398,0.121536,0.584785,0.632536,0.655118,0.151067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.000468,0.000227,0.000328,0.000314,0.000514,0.009963,0.002578,0.004854,0.005791,0.002527,0.293944,0.342542,0.299798,0.022259,0.006569,0.088783,0.223670,0.200890,0.135427,0.042325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.025357,0.018435,0.041333,0.026362,0.055318,0.335119,0.253733,0.279037,0.364438,0.232584,0.068622,0.117327,0.257681,0.153052,0.086272,0.084564,0.414772,0.515973,0.369285,0.060863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.001444,0.000890,0.001829,0.001348,0.003158,0.036978,0.021350,0.025329,0.028545,0.011677,0.079833,0.167623,0.158416,0.018340,0.009387,0.132930,0.672484,0.716676,0.384993,0.058527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.000847,0.000361,0.000734,0.000637,0.002143,0.009330,0.006299,0.005848,0.006704,0.006005,0.005067,0.015732,0.068941,0.030709,0.007941,0.006615,0.050911,0.118781,0.084426,0.006735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000065,0.000033,0.000069,0.000056,0.000147,0.002461,0.000717,0.000975,0.000872,0.000212,0.072404,0.279693,0.243705,0.002201,0.000117,0.010173,0.043889,0.031395,0.004869,0.000521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.007118,0.005041,0.006059,0.007992,0.010802,0.207967,0.256434,0.436759,0.376748,0.156116,0.058540,0.249205,0.238189,0.077541,0.028972,0.373114,0.675761,0.630839,0.353685,0.268785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.001410,0.000619,0.002231,0.001330,0.004250,0.012097,0.005131,0.005791,0.007131,0.007373,0.018953,0.010210,0.015964,0.009086,0.011367,0.063557,0.430255,0.394009,0.248434,0.027001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
