frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.018424,0.010423,0.010040,0.013687,0.013484,0.005120,0.024685,0.035102,0.012270,0.000667,0.017672,0.097250,0.461512,0.043597,0.018218,0.106137,0.011252,0.010760,0.001893,0.022882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.001999,0.000844,0.001067,0.001060,0.003225,0.000380,0.001085,0.000962,0.001163,0.001393,0.003401,0.000156,0.000029,0.000018,0.000288,0.000951,0.001548,0.002128,0.000158,0.000046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.001946,0.000770,0.001444,0.000987,0.001132,0.002335,0.002299,0.000680,0.000384,0.000726,0.017829,0.000901,0.000720,0.000312,0.004195,0.023032,0.053675,0.004907,0.001975,0.002529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.005116,0.001854,0.001688,0.001244,0.001786,0.005431,0.010260,0.005974,0.004032,0.004461,0.005848,0.002420,0.010443,0.006785,0.014141,0.006868,0.003759,0.023198,0.009781,0.024797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.021396,0.006930,0.006633,0.005567,0.006821,0.018894,0.035794,0.028874,0.016755,0.025810,0.033759,0.005475,0.006234,0.015310,0.094735,0.001310,0.005216,0.012011,0.006450,0.003016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.000512,0.000127,0.000153,0.000190,0.000286,0.000178,0.000347,0.000288,0.000075,0.000048,0.000146,0.000110,0.000065,0.000034,0.000014,0.000032,0.000030,0.000039,0.000009,0.000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.003468,0.001284,0.001186,0.001381,0.002713,0.001292,0.004802,0.003422,0.001699,0.001092,0.001488,0.001369,0.004214,0.000583,0.002749,0.000207,0.000159,0.001265,0.000142,0.000336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000252,0.000056,0.000059,0.000065,0.000230,0.002969,0.010224,0.007080,0.005466,0.001481,0.015276,0.021136,0.091207,0.010992,0.006133,0.003236,0.000994,0.003976,0.000412,0.001920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.008080,0.003876,0.004381,0.003940,0.004334,0.012023,0.033044,0.045702,0.013258,0.001986,0.008429,0.028573,0.109285,0.024938,0.005950,0.047891,0.032726,0.011433,0.004404,0.024077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000015,0.000005,0.000007,0.000004,0.000024,0.000005,0.000005,0.000002,0.000003,0.000006,0.000012,0.000002,0.000000,0.000000,0.000000,0.000065,0.000134,0.000088,0.000139,0.000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0002.png,scene08,off,off,0.000064,0.000026,0.000044,0.000024,0.000061,0.000140,0.000079,0.000010,0.000004,0.000011,0.000343,0.000009,0.000001,0.000000,0.000003,0.000054,0.000451,0.000065,0.000029,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0003.png,scene08,off,off,0.001203,0.000276,0.000348,0.000230,0.000512,0.002409,0.003128,0.001111,0.000516,0.001002,0.026037,0.011585,0.002849,0.002046,0.002118,0.045533,0.025620,0.041242,0.009371,0.020888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0004.png,scene08,off,off,0.003095,0.000792,0.000798,0.000606,0.001257,0.006617,0.006066,0.005822,0.004801,0.005027,0.005740,0.002283,0.002285,0.004146,0.021435,0.000502,0.005913,0.005682,0.004926,0.001097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0005.png,scene08,off,off,0.001051,0.000300,0.000422,0.000377,0.000592,0.001602,0.001611,0.000828,0.000238,0.000244,0.001808,0.000566,0.000178,0.000063,0.000078,0.000250,0.000426,0.000233,0.000113,0.000069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0006.png,scene08,off,off,0.000025,0.000009,0.000011,0.000008,0.000021,0.000033,0.000025,0.000012,0.000005,0.000006,0.000009,0.000011,0.000002,0.000001,0.000001,0.000020,0.000066,0.000064,0.000021,0.000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0007.png,scene08,off,off,0.000285,0.000268,0.000309,0.000267,0.000419,0.002073,0.003743,0.001496,0.000378,0.000152,0.000967,0.001310,0.001006,0.000060,0.000006,0.001176,0.001185,0.000938,0.000065,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0000.png,scene08,off,off,0.012630,0.005773,0.006315,0.006537,0.006504,0.013556,0.027681,0.033475,0.008996,0.000827,0.022514,0.052660,0.159286,0.024786,0.012670,0.084187,0.014803,0.013567,0.006571,0.032519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0001.png,scene08,off,off,0.000277,0.000102,0.000182,0.000116,0.000513,0.000091,0.000127,0.000091,0.000130,0.000263,0.000471,0.000025,0.000005,0.000003,0.000030,0.001013,0.001745,0.002350,0.000978,0.000097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0002.png,scene08,off,off,0.000743,0.000200,0.000309,0.000244,0.000500,0.000637,0.000934,0.000317,0.000134,0.000193,0.000959,0.000105,0.000036,0.000017,0.000045,0.000013,0.000110,0.000156,0.000020,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0003.png,scene08,off,off,0.008073,0.003931,0.003474,0.002211,0.001815,0.014546,0.025409,0.024374,0.019238,0.018625,0.007715,0.005921,0.015973,0.023442,0.047088,0.021371,0.018591,0.029673,0.021380,0.052488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0004.png,scene08,off,off,0.004210,0.001196,0.001168,0.001030,0.001827,0.003351,0.004191,0.003905,0.002547,0.005338,0.003735,0.001209,0.000467,0.000955,0.009326,0.000281,0.002926,0.002339,0.000915,0.000375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0005.png,scene08,off,off,0.000153,0.000040,0.000049,0.000035,0.000092,0.000039,0.000052,0.000041,0.000012,0.000012,0.000016,0.000007,0.000002,0.000001,0.000001,0.000008,0.000007,0.000043,0.000022,0.000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0006.png,scene08,off,off,0.001775,0.000646,0.000836,0.000884,0.001554,0.001756,0.002686,0.002103,0.000935,0.000562,0.002365,0.006281,0.008601,0.000471,0.000947,0.005015,0.003263,0.001858,0.000400,0.001320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0007.png,scene08,off,off,0.000267,0.000108,0.000133,0.000105,0.000183,0.006074,0.004787,0.003576,0.001347,0.001035,0.001831,0.001773,0.001209,0.000641,0.000202,0.001125,0.000759,0.000951,0.000230,0.000452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0000.png,scene20,off,off,0.000178,0.000058,0.000049,0.000040,0.000079,0.000016,0.000031,0.000047,0.000018,0.000013,0.000011,0.000005,0.000004,0.000011,0.000015,0.000055,0.000016,0.000158,0.000141,0.000275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0001.png,scene20,off,off,0.000095,0.000040,0.000048,0.000023,0.000059,0.000012,0.000031,0.000082,0.000023,0.000009,0.000020,0.000004,0.000003,0.000002,0.000004,0.001104,0.000097,0.000384,0.000190,0.000920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0002.png,scene20,off,off,0.000004,0.000001,0.000001,0.000000,0.000004,0.000003,0.000011,0.000011,0.000004,0.000003,0.000006,0.000001,0.000001,0.000001,0.000002,0.000570,0.000113,0.001218,0.000436,0.000527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0003.png,scene20,off,off,0.000060,0.000016,0.000012,0.000009,0.000023,0.000001,0.000003,0.000006,0.000003,0.000003,0.000004,0.000002,0.000005,0.000015,0.000015,0.000008,0.000001,0.000045,0.000087,0.000218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0004.png,scene20,off,off,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000204,0.000076,0.000921,0.001007,0.000325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0005.png,scene20,off,off,0.000333,0.000097,0.000149,0.000081,0.000119,0.000238,0.000525,0.001805,0.000241,0.000089,0.001064,0.000947,0.001053,0.000420,0.001589,0.133220,0.003312,0.000493,0.000816,0.083857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0006.png,scene20,off,off,0.000002,0.000000,0.000000,0.000000,0.000001,0.000011,0.000020,0.000011,0.000005,0.000005,0.000009,0.000006,0.000001,0.000001,0.000001,0.000594,0.000321,0.000925,0.000542,0.000848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
