frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.000048,0.000022,0.000062,0.000020,0.000106,0.000993,0.000318,0.000203,0.000217,0.000163,0.004871,0.000605,0.000172,0.000035,0.000013,0.914551,0.967435,0.243923,0.015392,0.003790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.003894,0.001791,0.002132,0.001470,0.002556,0.004507,0.002884,0.002190,0.004164,0.005556,0.016267,0.005439,0.011790,0.004385,0.015817,0.021986,0.028560,0.028994,0.024779,0.011330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.002391,0.000862,0.001381,0.000599,0.001672,0.003618,0.002863,0.003304,0.004906,0.003828,0.014647,0.003924,0.004107,0.000923,0.005444,0.200112,0.122850,0.063945,0.022057,0.015029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.001065,0.000419,0.000420,0.000453,0.001395,0.108492,0.088481,0.035513,0.093498,0.133327,0.453418,0.421185,0.268129,0.240402,0.164934,0.315008,0.313304,0.535143,0.418502,0.201451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.013642,0.008394,0.010982,0.008413,0.019391,0.109268,0.065528,0.082885,0.109780,0.139586,0.148425,0.179932,0.182497,0.097150,0.099729,0.338162,0.461634,0.347905,0.157223,0.071650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.000282,0.000063,0.000142,0.000064,0.000231,0.000558,0.000263,0.000184,0.000318,0.000395,0.007731,0.001233,0.000316,0.000058,0.000195,0.051745,0.129084,0.022439,0.002265,0.001158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.001148,0.000506,0.000854,0.000536,0.001342,0.003718,0.002001,0.000931,0.003368,0.005506,0.041745,0.003870,0.003138,0.001749,0.011613,0.074249,0.055071,0.017648,0.003501,0.002635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000100,0.000026,0.000048,0.000040,0.000141,0.004869,0.004237,0.000629,0.003416,0.004730,0.393105,0.049025,0.016343,0.005457,0.005384,0.079452,0.060998,0.091935,0.003338,0.002396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.000632,0.000190,0.000308,0.000190,0.000712,0.036223,0.008304,0.005938,0.003845,0.002205,0.094097,0.039055,0.003757,0.000587,0.000123,0.886708,0.982353,0.680257,0.124039,0.008437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000182,0.000043,0.000083,0.000031,0.000145,0.000300,0.000082,0.000058,0.000107,0.000146,0.000733,0.000294,0.000137,0.000027,0.000035,0.210588,0.596098,0.225453,0.032874,0.003650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0002.png,scene08,off,off,0.000332,0.000118,0.000173,0.000069,0.000180,0.000253,0.000122,0.000143,0.000258,0.000254,0.001298,0.000492,0.001429,0.000099,0.000547,0.112205,0.070696,0.031197,0.003587,0.003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0003.png,scene08,off,off,0.000924,0.000394,0.000394,0.000367,0.001200,0.041691,0.036631,0.014087,0.032717,0.053541,0.181665,0.133837,0.059466,0.030608,0.029815,0.525535,0.578890,0.594544,0.366085,0.145372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0004.png,scene08,off,off,0.039616,0.026861,0.028290,0.033454,0.067279,0.592351,0.416221,0.483489,0.485825,0.532593,0.699695,0.772459,0.724893,0.469659,0.423650,0.775198,0.824578,0.850474,0.678699,0.399756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0005.png,scene08,off,off,0.000338,0.000067,0.000176,0.000082,0.000284,0.001360,0.000454,0.000348,0.000329,0.000291,0.012320,0.004967,0.000664,0.000058,0.000043,0.189933,0.565988,0.131991,0.004149,0.000691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0006.png,scene08,off,off,0.001361,0.000395,0.000622,0.000367,0.000935,0.005147,0.001732,0.001115,0.002339,0.003176,0.030023,0.007915,0.003593,0.000746,0.003367,0.085667,0.192075,0.062479,0.015312,0.003205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0007.png,scene08,off,off,0.000251,0.000048,0.000094,0.000065,0.000194,0.003612,0.001860,0.000939,0.001567,0.001258,0.071453,0.016760,0.004233,0.000713,0.000811,0.142317,0.184070,0.092468,0.003630,0.001572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
