frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.000270,0.000140,0.000260,0.000117,0.000445,0.009646,0.002681,0.002322,0.001421,0.001291,0.009269,0.004063,0.002008,0.000370,0.000046,0.940697,0.976966,0.588054,0.148299,0.021422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.007082,0.002958,0.003797,0.002448,0.004849,0.024893,0.014082,0.011870,0.019247,0.018356,0.048022,0.033217,0.043566,0.020843,0.023849,0.130807,0.294103,0.210604,0.160530,0.038902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.003486,0.001623,0.002257,0.001219,0.002352,0.008045,0.005863,0.007464,0.010562,0.006943,0.039487,0.018119,0.032990,0.008508,0.023880,0.247654,0.168078,0.123860,0.053608,0.038143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.003691,0.001415,0.001452,0.001384,0.003436,0.135474,0.074054,0.029065,0.086210,0.092126,0.462728,0.273850,0.134658,0.173959,0.187423,0.415460,0.432009,0.470654,0.519245,0.245152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.015644,0.009279,0.011470,0.008336,0.018316,0.111154,0.052548,0.066238,0.100180,0.109132,0.122090,0.132855,0.141896,0.110055,0.108591,0.332415,0.497542,0.285218,0.213087,0.082753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.002070,0.000734,0.001051,0.000536,0.001519,0.007265,0.002338,0.001916,0.002948,0.003306,0.015263,0.003750,0.001463,0.000627,0.001771,0.177667,0.515848,0.127431,0.082985,0.019519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.005990,0.003408,0.004885,0.003196,0.006795,0.022745,0.012075,0.007129,0.020392,0.026144,0.079269,0.014326,0.012926,0.013012,0.048187,0.188433,0.231168,0.077792,0.050661,0.018577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.002861,0.001175,0.001659,0.001486,0.003851,0.157286,0.103885,0.029224,0.083008,0.059559,0.837183,0.291721,0.101968,0.063122,0.086660,0.772695,0.731835,0.518201,0.201022,0.096651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.000547,0.000161,0.000210,0.000139,0.000666,0.089529,0.013626,0.008495,0.004116,0.004110,0.173994,0.111808,0.010268,0.001053,0.000117,0.950621,0.997103,0.937340,0.624866,0.038315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000285,0.000058,0.000112,0.000039,0.000223,0.001236,0.000279,0.000193,0.000302,0.000428,0.001257,0.000716,0.000232,0.000068,0.000040,0.418575,0.905715,0.547060,0.165682,0.010188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
