frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.002151,0.001186,0.001417,0.001968,0.002877,0.109271,0.120830,0.146423,0.160286,0.051641,0.347267,0.812840,0.947015,0.679808,0.124984,0.240585,0.493764,0.513286,0.314110,0.131584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.004963,0.002537,0.004780,0.003509,0.010103,0.033662,0.022503,0.021752,0.031167,0.031159,0.055122,0.079279,0.190398,0.151641,0.097772,0.089215,0.404730,0.625253,0.565170,0.134119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.002558,0.001256,0.002759,0.001981,0.005013,0.028946,0.010414,0.008238,0.014198,0.018372,0.053340,0.026659,0.070212,0.066959,0.124395,0.162139,0.665826,0.734529,0.703746,0.178150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.000271,0.000118,0.000167,0.000161,0.000279,0.005499,0.001335,0.002223,0.002899,0.001240,0.362292,0.443881,0.424436,0.032411,0.006864,0.084516,0.186787,0.197737,0.121161,0.038934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.017044,0.011449,0.026907,0.017670,0.039148,0.287885,0.210302,0.225180,0.302888,0.183400,0.069704,0.142025,0.266749,0.143274,0.075669,0.084724,0.460901,0.566847,0.357527,0.056509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.001176,0.000707,0.001478,0.001133,0.002524,0.042229,0.024567,0.027841,0.029750,0.011380,0.125962,0.292730,0.237661,0.022379,0.010439,0.193847,0.771217,0.809224,0.434267,0.067793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.000602,0.000222,0.000458,0.000413,0.001474,0.010890,0.008082,0.006642,0.007704,0.006435,0.008539,0.043203,0.152561,0.053134,0.010967,0.010293,0.098489,0.219991,0.126858,0.009007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000025,0.000010,0.000025,0.000019,0.000056,0.001205,0.000337,0.000397,0.000343,0.000073,0.089608,0.398481,0.302475,0.001444,0.000057,0.009880,0.042253,0.030142,0.002844,0.000276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.006998,0.005022,0.006257,0.007989,0.011086,0.279506,0.340405,0.520223,0.459743,0.195677,0.091976,0.411843,0.402718,0.127603,0.038335,0.441628,0.759376,0.744430,0.433748,0.303903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000991,0.000423,0.001603,0.000997,0.003270,0.009465,0.004001,0.004418,0.005653,0.005712,0.016673,0.010036,0.014374,0.007551,0.009310,0.063833,0.435587,0.398396,0.231479,0.023780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0002.png,scene08,off,off,0.000162,0.000050,0.000325,0.000160,0.000688,0.000323,0.000076,0.000090,0.000112,0.000151,0.000882,0.000103,0.000276,0.000350,0.000852,0.004308,0.035724,0.025866,0.017537,0.001176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0003.png,scene08,off,off,0.000137,0.000047,0.000062,0.000070,0.000113,0.003638,0.000636,0.000682,0.001109,0.000383,0.769857,0.786192,0.581594,0.037919,0.011031,0.244374,0.365668,0.385402,0.112831,0.040170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0004.png,scene08,off,off,0.011366,0.008602,0.024781,0.016991,0.038504,0.099825,0.044273,0.059492,0.090897,0.065648,0.058309,0.041805,0.046798,0.019665,0.021973,0.062455,0.240071,0.153132,0.067961,0.010905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0005.png,scene08,off,off,0.002001,0.001281,0.003284,0.002504,0.004750,0.040596,0.021276,0.028426,0.027571,0.011095,0.090964,0.123889,0.056123,0.007945,0.007299,0.198735,0.593378,0.462381,0.119536,0.025447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0006.png,scene08,off,off,0.000334,0.000169,0.000489,0.000381,0.001429,0.006649,0.004026,0.003523,0.003707,0.004592,0.002318,0.005495,0.015400,0.006810,0.003856,0.006621,0.092150,0.144103,0.083721,0.004636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0007.png,scene08,off,off,0.000103,0.000053,0.000091,0.000101,0.000155,0.001407,0.000442,0.001045,0.000683,0.000384,0.007829,0.033297,0.021736,0.001100,0.000266,0.033873,0.097456,0.057957,0.009192,0.005429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0000.png,scene08,off,off,0.003913,0.002325,0.003467,0.004086,0.007254,0.143161,0.141427,0.186106,0.201336,0.089082,0.128365,0.326609,0.382099,0.173133,0.057565,0.236585,0.598156,0.578886,0.312183,0.122624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0001.png,scene08,off,off,0.000820,0.000260,0.001249,0.000711,0.002735,0.011798,0.006473,0.008238,0.008639,0.005614,0.017049,0.017539,0.020376,0.007981,0.007461,0.055893,0.494592,0.438786,0.230686,0.015960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0002.png,scene08,off,off,0.000282,0.000098,0.000386,0.000269,0.001021,0.003152,0.001080,0.000907,0.001277,0.001627,0.006385,0.002496,0.002982,0.003879,0.013992,0.055799,0.439186,0.372630,0.209430,0.019324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0003.png,scene08,off,off,0.000138,0.000057,0.000098,0.000099,0.000202,0.003186,0.000961,0.001627,0.001863,0.000842,0.124541,0.176610,0.132361,0.011298,0.003247,0.046628,0.169270,0.148110,0.070354,0.017377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0004.png,scene08,off,off,0.012499,0.008739,0.020416,0.014218,0.030241,0.243324,0.215299,0.241431,0.328447,0.215724,0.109577,0.208371,0.301070,0.203912,0.139445,0.155545,0.640004,0.670066,0.512182,0.094152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
