frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.000300,0.000174,0.000362,0.000151,0.000597,0.012163,0.003592,0.002912,0.001760,0.001376,0.014046,0.003553,0.001301,0.000262,0.000043,0.969595,0.987572,0.610927,0.127944,0.019699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.005985,0.002266,0.003070,0.001785,0.004416,0.017045,0.009156,0.007675,0.011736,0.011893,0.023153,0.015810,0.016346,0.007930,0.009874,0.120914,0.314832,0.192857,0.143039,0.027521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.002148,0.000961,0.001243,0.000600,0.001341,0.003569,0.002703,0.003272,0.004859,0.003580,0.020812,0.009081,0.025401,0.004178,0.017138,0.188432,0.091208,0.067785,0.031086,0.032508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.002930,0.001110,0.001093,0.001166,0.003273,0.180996,0.108469,0.051222,0.121642,0.125399,0.465463,0.369832,0.242231,0.209110,0.163789,0.448845,0.489244,0.637148,0.545333,0.236035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.013034,0.009124,0.010555,0.007644,0.016671,0.085121,0.041498,0.054482,0.087179,0.103545,0.113961,0.143515,0.214140,0.141241,0.158251,0.333137,0.442728,0.290749,0.192814,0.098380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.002628,0.001055,0.001423,0.000763,0.002092,0.008128,0.003178,0.002324,0.003578,0.004171,0.016252,0.003157,0.001453,0.000485,0.001943,0.170351,0.377874,0.090696,0.052310,0.016984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.004830,0.002689,0.003766,0.002328,0.005710,0.017820,0.010736,0.006837,0.017982,0.023878,0.050695,0.010464,0.010833,0.009391,0.039500,0.149788,0.161571,0.062908,0.037497,0.016217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.001456,0.000605,0.000844,0.000755,0.002054,0.125891,0.068723,0.018190,0.051326,0.034669,0.827244,0.285487,0.109772,0.052754,0.039803,0.728360,0.683494,0.515244,0.098858,0.044132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.001094,0.000339,0.000428,0.000336,0.001361,0.173415,0.036101,0.029897,0.016815,0.012632,0.202079,0.165226,0.032861,0.005078,0.000637,0.942920,0.995516,0.960123,0.700430,0.057663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000273,0.000054,0.000107,0.000034,0.000219,0.001005,0.000238,0.000193,0.000283,0.000405,0.000669,0.000455,0.000155,0.000049,0.000033,0.413832,0.894294,0.548091,0.163021,0.011032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0002.png,scene08,off,off,0.002633,0.001190,0.001544,0.000720,0.001670,0.006560,0.003218,0.003927,0.005046,0.004148,0.011462,0.005518,0.012060,0.001540,0.005337,0.413569,0.354765,0.203340,0.058620,0.029235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0003.png,scene08,off,off,0.001808,0.000708,0.000691,0.000662,0.002172,0.080140,0.055105,0.023487,0.051023,0.064706,0.278464,0.198437,0.093122,0.052159,0.049390,0.599923,0.652745,0.681314,0.512882,0.245972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0004.png,scene08,off,off,0.041585,0.023416,0.024001,0.026979,0.075124,0.750915,0.505360,0.584969,0.565187,0.603743,0.724163,0.856186,0.801598,0.629198,0.391586,0.886875,0.948741,0.947914,0.890797,0.603894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0005.png,scene08,off,off,0.001000,0.000245,0.000412,0.000214,0.000742,0.008290,0.002573,0.002140,0.001930,0.001732,0.040110,0.025337,0.005683,0.000486,0.000410,0.364421,0.841436,0.409146,0.066167,0.008095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
