frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.000297,0.000155,0.000292,0.000122,0.000471,0.017223,0.003687,0.002785,0.001473,0.001906,0.016276,0.009767,0.002584,0.000551,0.000047,0.952369,0.987470,0.634867,0.350000,0.041841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.009138,0.003691,0.004890,0.003324,0.006936,0.059457,0.029664,0.020642,0.033188,0.033154,0.125957,0.084913,0.062691,0.035839,0.026987,0.257766,0.565305,0.378197,0.299673,0.056011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.005921,0.003123,0.004266,0.002826,0.004271,0.020609,0.015056,0.019188,0.026491,0.019130,0.104073,0.068061,0.120696,0.043528,0.070306,0.308961,0.215556,0.185846,0.093995,0.067551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.005002,0.002188,0.002641,0.002010,0.004191,0.116496,0.061660,0.023588,0.067117,0.075365,0.396476,0.200453,0.068332,0.118878,0.126741,0.390106,0.423717,0.359480,0.506373,0.232370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.014484,0.009093,0.012005,0.007547,0.015805,0.073436,0.035101,0.043685,0.069810,0.077436,0.094688,0.087874,0.095022,0.074670,0.085823,0.304449,0.476458,0.204944,0.194256,0.075359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.003714,0.001622,0.002082,0.001135,0.002609,0.020333,0.006317,0.005285,0.006866,0.008326,0.028641,0.011361,0.004138,0.002112,0.003678,0.284225,0.666006,0.255244,0.282678,0.066726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.008500,0.004991,0.007085,0.004752,0.009247,0.050168,0.024399,0.016223,0.039297,0.052189,0.108274,0.035862,0.028366,0.042242,0.073517,0.282971,0.424744,0.153570,0.159315,0.044638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.004331,0.001953,0.002969,0.002564,0.005942,0.285576,0.164345,0.051360,0.099015,0.073266,0.858461,0.411720,0.101346,0.079814,0.041989,0.904513,0.900726,0.674678,0.400859,0.147195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.001280,0.000428,0.000536,0.000395,0.001741,0.188727,0.034243,0.021495,0.012492,0.014230,0.301629,0.217718,0.027986,0.004686,0.000588,0.938659,0.995916,0.947215,0.759099,0.066494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000476,0.000097,0.000188,0.000069,0.000392,0.002801,0.000629,0.000412,0.000622,0.000912,0.002714,0.001691,0.000440,0.000163,0.000078,0.461045,0.940246,0.675066,0.283354,0.014268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0002.png,scene08,off,off,0.005975,0.003129,0.004093,0.002407,0.004145,0.026496,0.012498,0.013956,0.020682,0.016173,0.067880,0.033463,0.057057,0.013839,0.027534,0.504421,0.658429,0.410551,0.176473,0.050765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0003.png,scene08,off,off,0.000851,0.000265,0.000270,0.000237,0.000934,0.039125,0.022843,0.008682,0.019341,0.025217,0.159291,0.087651,0.030461,0.014179,0.013002,0.582308,0.762144,0.738366,0.503083,0.166790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0004.png,scene08,off,off,0.036511,0.019800,0.022507,0.024569,0.060939,0.719156,0.475614,0.555760,0.530652,0.544759,0.693567,0.821490,0.774088,0.601550,0.341980,0.873747,0.938235,0.944452,0.872149,0.556688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0005.png,scene08,off,off,0.001094,0.000295,0.000451,0.000243,0.000816,0.017674,0.004286,0.003451,0.002646,0.002607,0.076639,0.056184,0.009762,0.000798,0.000453,0.519480,0.949198,0.633488,0.203479,0.017470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0006.png,scene08,off,off,0.009928,0.003859,0.004448,0.003355,0.009586,0.130718,0.048628,0.037858,0.076077,0.099377,0.265530,0.183190,0.135054,0.086491,0.114671,0.404267,0.870344,0.731391,0.719322,0.133132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0007.png,scene08,off,off,0.002245,0.000561,0.000847,0.000756,0.001975,0.092958,0.036788,0.019609,0.030703,0.016079,0.740760,0.340575,0.059860,0.021480,0.021053,0.877177,0.918038,0.729567,0.240033,0.065871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0000.png,scene08,off,off,0.000447,0.000191,0.000305,0.000156,0.000762,0.060820,0.011512,0.009971,0.005032,0.006462,0.050856,0.035096,0.010409,0.002540,0.000206,0.980021,0.996758,0.934816,0.725560,0.102323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0001.png,scene08,off,off,0.003344,0.000937,0.001311,0.000721,0.002633,0.018461,0.007060,0.006963,0.010790,0.013468,0.009954,0.008198,0.006834,0.006375,0.003906,0.277687,0.718731,0.590103,0.442334,0.065567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0002.png,scene08,off,off,0.007937,0.004014,0.005407,0.003168,0.005113,0.029259,0.019917,0.022108,0.028423,0.018990,0.096485,0.035255,0.071990,0.013871,0.042437,0.415603,0.269677,0.162179,0.070140,0.059568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
