frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.023056,0.012638,0.012961,0.019350,0.015778,0.007506,0.028816,0.029591,0.014209,0.001956,0.046436,0.174648,0.761787,0.163341,0.113391,0.432567,0.121226,0.089961,0.015495,0.123652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.006353,0.003632,0.004959,0.004213,0.010021,0.002526,0.004776,0.004921,0.007225,0.010249,0.016775,0.000773,0.000235,0.000121,0.002860,0.011620,0.016431,0.011833,0.001414,0.000660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.004996,0.002222,0.003586,0.002297,0.001862,0.009626,0.006468,0.002340,0.001973,0.003664,0.030959,0.001911,0.002790,0.002278,0.034404,0.122638,0.291831,0.024612,0.031212,0.032496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.011722,0.003389,0.003537,0.002963,0.003838,0.056854,0.066356,0.017393,0.023251,0.028317,0.088475,0.026851,0.040282,0.039554,0.127481,0.063364,0.069426,0.124427,0.053974,0.119630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.042445,0.019537,0.019179,0.016812,0.014884,0.093643,0.120636,0.069384,0.058793,0.077168,0.269398,0.043088,0.042081,0.059412,0.340274,0.041313,0.152631,0.040502,0.039795,0.031639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.002826,0.000857,0.001106,0.001181,0.001176,0.005392,0.005583,0.004800,0.002219,0.001571,0.005194,0.002479,0.002247,0.001689,0.001761,0.003111,0.002727,0.000913,0.000541,0.001788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.012558,0.005408,0.005502,0.006740,0.010110,0.009272,0.030814,0.013394,0.011745,0.007318,0.028880,0.009950,0.040587,0.003642,0.040780,0.004705,0.002649,0.008286,0.000783,0.003553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000819,0.000194,0.000268,0.000289,0.000884,0.014128,0.034020,0.012374,0.021350,0.009924,0.116854,0.082191,0.251006,0.030776,0.056185,0.059106,0.026439,0.050201,0.003113,0.024362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.009184,0.004606,0.005330,0.004567,0.003715,0.026705,0.065416,0.101420,0.038250,0.008798,0.014081,0.113110,0.616482,0.270926,0.034128,0.166807,0.263460,0.085809,0.058727,0.127644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000087,0.000038,0.000064,0.000031,0.000120,0.000099,0.000057,0.000022,0.000033,0.000120,0.000334,0.000019,0.000004,0.000002,0.000013,0.001868,0.003570,0.000727,0.002006,0.000307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
