frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.003877,0.002196,0.002062,0.003355,0.004565,0.173087,0.203815,0.274301,0.271358,0.122757,0.358361,0.787175,0.923466,0.661796,0.202806,0.428592,0.727632,0.720822,0.557692,0.346049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.007310,0.004161,0.007015,0.004799,0.012382,0.046169,0.030556,0.029134,0.040869,0.042657,0.073120,0.086870,0.214299,0.178644,0.117489,0.110421,0.416690,0.621187,0.603070,0.198559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.001870,0.000854,0.001804,0.001205,0.003035,0.018217,0.006468,0.004992,0.008814,0.010343,0.041563,0.017182,0.047104,0.036622,0.074025,0.176623,0.670762,0.700310,0.697356,0.209398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.000674,0.000340,0.000462,0.000472,0.000704,0.018197,0.005807,0.012548,0.013190,0.005678,0.265910,0.350362,0.287009,0.026847,0.010158,0.151183,0.389016,0.350807,0.250232,0.099996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.026214,0.018765,0.040310,0.025345,0.048041,0.369068,0.296064,0.330526,0.405283,0.255923,0.088579,0.146662,0.299151,0.195633,0.122735,0.148525,0.543375,0.628280,0.494265,0.141239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.001626,0.001056,0.002017,0.001476,0.003100,0.034203,0.017521,0.024722,0.025327,0.010569,0.092652,0.155869,0.125877,0.014891,0.009172,0.186011,0.718404,0.742083,0.421743,0.093295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.001084,0.000474,0.000835,0.000792,0.002495,0.018901,0.013615,0.012698,0.015065,0.013360,0.008772,0.034253,0.141295,0.060962,0.016138,0.013863,0.120027,0.245776,0.188573,0.017097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000127,0.000071,0.000129,0.000117,0.000270,0.004721,0.001599,0.002461,0.002215,0.000554,0.060986,0.239630,0.226446,0.003395,0.000228,0.014670,0.067635,0.050079,0.009363,0.001090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.007228,0.005269,0.005713,0.007559,0.009365,0.170904,0.227715,0.410601,0.344906,0.132116,0.072044,0.296670,0.305958,0.096488,0.038631,0.495258,0.765610,0.747169,0.480326,0.427684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.001396,0.000646,0.001971,0.001240,0.003711,0.011530,0.005597,0.006280,0.007691,0.007579,0.018424,0.010736,0.019210,0.012174,0.014093,0.083719,0.479605,0.471539,0.352936,0.054098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
