frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.000231,0.000122,0.000247,0.000096,0.000389,0.015075,0.003094,0.002063,0.001160,0.001608,0.019611,0.010697,0.002141,0.000497,0.000042,0.957062,0.989864,0.602134,0.386723,0.045915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.009195,0.003786,0.004995,0.003374,0.007110,0.066954,0.032631,0.021116,0.035177,0.035451,0.158294,0.097410,0.064799,0.038496,0.030134,0.295436,0.610459,0.398363,0.341054,0.065060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.006053,0.003191,0.004327,0.002914,0.004444,0.024878,0.018066,0.022132,0.031002,0.021853,0.121242,0.075566,0.115852,0.045310,0.069777,0.362352,0.271836,0.221607,0.116089,0.075470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.004513,0.002076,0.002620,0.001830,0.003793,0.102765,0.051727,0.016765,0.055917,0.065045,0.451929,0.191826,0.050097,0.109724,0.127660,0.416235,0.476558,0.351689,0.546584,0.243446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.014154,0.008646,0.011541,0.007140,0.015542,0.076696,0.035515,0.043666,0.069310,0.077013,0.096632,0.087736,0.086745,0.067073,0.076344,0.317620,0.512721,0.211465,0.211834,0.077709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.003299,0.001453,0.001866,0.001001,0.002336,0.021057,0.006424,0.005084,0.006748,0.008309,0.032942,0.013217,0.004172,0.002186,0.003505,0.324004,0.718341,0.287054,0.336246,0.077978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.007858,0.004794,0.006811,0.004468,0.008613,0.049741,0.023484,0.014121,0.036728,0.049815,0.127784,0.040098,0.027526,0.043935,0.074926,0.316553,0.471471,0.162479,0.185398,0.049686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.003108,0.001469,0.002413,0.001894,0.004500,0.245627,0.133644,0.034693,0.074065,0.057357,0.888089,0.420666,0.075776,0.070705,0.033341,0.928445,0.925907,0.686267,0.455798,0.170454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.001209,0.000404,0.000510,0.000375,0.001696,0.195404,0.035036,0.021549,0.012479,0.014456,0.305470,0.221842,0.027073,0.004619,0.000530,0.941932,0.996343,0.949893,0.766722,0.064501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000500,0.000106,0.000201,0.000075,0.000427,0.003233,0.000719,0.000468,0.000702,0.001050,0.003002,0.001764,0.000445,0.000184,0.000087,0.481410,0.945505,0.683651,0.325684,0.016680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0002.png,scene08,off,off,0.007462,0.004109,0.005380,0.003304,0.005381,0.037498,0.017675,0.019353,0.029044,0.022709,0.101354,0.050313,0.078023,0.021851,0.039550,0.542722,0.710700,0.467048,0.221025,0.060540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0003.png,scene08,off,off,0.000817,0.000244,0.000253,0.000215,0.000885,0.038650,0.021880,0.008296,0.017791,0.023488,0.153706,0.082302,0.025927,0.011487,0.010482,0.604845,0.795923,0.748838,0.507116,0.154709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
