frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.013601,0.009369,0.007946,0.010145,0.013148,0.189257,0.173262,0.289702,0.300510,0.149428,0.423675,0.491815,0.779518,0.433917,0.175723,0.447787,0.583577,0.470959,0.421440,0.390241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.005138,0.002470,0.005764,0.003115,0.009604,0.024299,0.014591,0.017387,0.021254,0.016311,0.035875,0.038945,0.114649,0.053131,0.026704,0.056022,0.279840,0.354222,0.313970,0.061550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.001174,0.000436,0.000929,0.000493,0.001718,0.005388,0.001650,0.001416,0.002620,0.003014,0.021131,0.006152,0.022847,0.018606,0.032580,0.089486,0.409625,0.383241,0.543727,0.143681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.000935,0.000478,0.000784,0.000530,0.000743,0.006458,0.001306,0.003334,0.003564,0.001646,0.233749,0.074212,0.065808,0.005056,0.003839,0.138857,0.207744,0.088602,0.093466,0.077527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.037037,0.029410,0.061881,0.035256,0.068561,0.203791,0.156206,0.212606,0.273960,0.163142,0.035473,0.036360,0.144556,0.104102,0.076105,0.092930,0.284724,0.330021,0.352369,0.093279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.002919,0.001848,0.003265,0.001989,0.004817,0.013497,0.006550,0.009228,0.012239,0.005721,0.034660,0.028297,0.039313,0.010314,0.006605,0.068374,0.332549,0.305408,0.220193,0.052215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.002867,0.001588,0.002618,0.001806,0.005162,0.010189,0.004712,0.006503,0.007496,0.008030,0.007533,0.004915,0.027370,0.021281,0.012945,0.018030,0.055787,0.080640,0.107382,0.025519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000727,0.000403,0.000755,0.000543,0.000913,0.005912,0.001389,0.003164,0.003148,0.000995,0.169881,0.099662,0.111669,0.003775,0.000819,0.054125,0.098996,0.035645,0.015029,0.006076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.006980,0.004872,0.005524,0.007226,0.008550,0.115346,0.125819,0.267071,0.237362,0.095022,0.080330,0.160379,0.143051,0.038731,0.027808,0.469286,0.738676,0.546716,0.439706,0.418025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.003194,0.001378,0.005481,0.002558,0.007405,0.020768,0.007930,0.010512,0.011616,0.010828,0.032786,0.010479,0.019063,0.009139,0.013509,0.128474,0.584820,0.412995,0.290734,0.048770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0002.png,scene08,off,off,0.000499,0.000147,0.000803,0.000329,0.001423,0.000865,0.000235,0.000254,0.000333,0.000366,0.002277,0.000254,0.001046,0.000978,0.001544,0.007092,0.039676,0.027701,0.031108,0.003886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0003.png,scene08,off,off,0.000151,0.000058,0.000102,0.000103,0.000158,0.003218,0.000631,0.001232,0.001304,0.000455,0.491076,0.397553,0.156926,0.005516,0.003186,0.142446,0.391526,0.275090,0.101930,0.024781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
