frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.000072,0.000029,0.000067,0.000028,0.000133,0.002036,0.000592,0.000441,0.000407,0.000285,0.005628,0.001318,0.000528,0.000088,0.000016,0.899487,0.963921,0.366729,0.029507,0.004831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.005170,0.002632,0.002980,0.002140,0.003484,0.010600,0.006528,0.005659,0.009793,0.011454,0.029854,0.014373,0.033960,0.014953,0.030799,0.046667,0.062834,0.066683,0.060567,0.027211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.003722,0.001435,0.002296,0.001081,0.002552,0.008200,0.005641,0.006884,0.009306,0.006501,0.026285,0.008497,0.007050,0.002448,0.008689,0.263640,0.210712,0.108662,0.040967,0.020311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.001708,0.000658,0.000671,0.000685,0.001922,0.088745,0.063517,0.022802,0.062958,0.079688,0.439685,0.280016,0.131013,0.142140,0.153133,0.386473,0.314050,0.392031,0.372663,0.222343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.012718,0.007005,0.010094,0.007427,0.017098,0.119884,0.059610,0.077899,0.092853,0.105240,0.161847,0.179546,0.150423,0.084390,0.062159,0.434777,0.610057,0.422278,0.177370,0.063314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.000516,0.000131,0.000288,0.000128,0.000404,0.001101,0.000438,0.000367,0.000517,0.000573,0.008550,0.001701,0.000449,0.000096,0.000242,0.084072,0.220516,0.043345,0.005341,0.002132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.002221,0.001013,0.001593,0.001087,0.002444,0.008884,0.004741,0.002277,0.007725,0.010838,0.070444,0.007819,0.005843,0.003838,0.019620,0.132002,0.139062,0.039824,0.012025,0.005834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000422,0.000137,0.000225,0.000212,0.000576,0.020561,0.019183,0.003632,0.015246,0.013210,0.652221,0.119958,0.047187,0.014620,0.020355,0.308656,0.241792,0.202132,0.018845,0.012525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.000350,0.000094,0.000158,0.000092,0.000400,0.025324,0.004740,0.002787,0.001542,0.001068,0.079844,0.034914,0.001735,0.000199,0.000028,0.906094,0.988509,0.686451,0.111596,0.006237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000232,0.000058,0.000111,0.000044,0.000187,0.000684,0.000168,0.000119,0.000203,0.000250,0.001608,0.000723,0.000358,0.000062,0.000046,0.361471,0.797424,0.369204,0.056747,0.004985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0002.png,scene08,off,off,0.000590,0.000212,0.000307,0.000142,0.000330,0.000666,0.000330,0.000438,0.000777,0.000672,0.002780,0.001029,0.003139,0.000332,0.001207,0.131318,0.133425,0.055823,0.008343,0.004398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0003.png,scene08,off,off,0.000577,0.000272,0.000266,0.000230,0.000733,0.026485,0.019816,0.006614,0.016335,0.027311,0.148900,0.073168,0.028028,0.013129,0.014221,0.638098,0.713498,0.708902,0.471144,0.187456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0004.png,scene08,off,off,0.038347,0.023355,0.025774,0.028398,0.063170,0.586732,0.382583,0.429626,0.420597,0.445234,0.659522,0.729828,0.624775,0.363111,0.267271,0.787031,0.865441,0.840323,0.688275,0.348567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0005.png,scene08,off,off,0.000311,0.000066,0.000158,0.000073,0.000253,0.001300,0.000383,0.000292,0.000254,0.000242,0.012114,0.004303,0.000490,0.000049,0.000041,0.213798,0.630482,0.143130,0.008562,0.001464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0006.png,scene08,off,off,0.002613,0.000722,0.001035,0.000709,0.001839,0.015862,0.005126,0.003511,0.007737,0.009189,0.067730,0.022906,0.010686,0.003360,0.009165,0.132161,0.447155,0.158495,0.065580,0.007428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0007.png,scene08,off,off,0.000196,0.000037,0.000079,0.000052,0.000155,0.002177,0.000930,0.000423,0.000792,0.000608,0.051410,0.009423,0.001972,0.000364,0.000382,0.192472,0.273293,0.116664,0.004064,0.001561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0000.png,scene08,off,off,0.000129,0.000045,0.000079,0.000035,0.000205,0.007022,0.001410,0.001367,0.000948,0.000890,0.011910,0.005124,0.001299,0.000265,0.000051,0.978746,0.995869,0.869926,0.316550,0.045341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0001.png,scene08,off,off,0.000597,0.000155,0.000228,0.000099,0.000399,0.000854,0.000363,0.000379,0.000634,0.000843,0.001104,0.000764,0.001198,0.000609,0.000714,0.076923,0.187215,0.122552,0.050934,0.016584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0002.png,scene08,off,off,0.002228,0.001024,0.001226,0.000793,0.001821,0.007470,0.006771,0.006556,0.009967,0.007728,0.067881,0.017185,0.040098,0.003698,0.018219,0.431948,0.252427,0.136746,0.044767,0.045561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0003.png,scene08,off,off,0.003650,0.001022,0.000983,0.001148,0.003060,0.205404,0.116428,0.051099,0.123226,0.110523,0.486776,0.391241,0.165901,0.141288,0.151392,0.487971,0.622029,0.672743,0.557858,0.196178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0004.png,scene08,off,off,0.018927,0.009792,0.012643,0.010808,0.023997,0.285312,0.134701,0.154749,0.151087,0.171657,0.368636,0.394046,0.220647,0.081574,0.065222,0.648698,0.836175,0.651317,0.358796,0.103917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0005.png,scene08,off,off,0.000238,0.000058,0.000093,0.000048,0.000211,0.000917,0.000790,0.000302,0.000629,0.000928,0.034546,0.010710,0.001512,0.000220,0.000437,0.119061,0.381676,0.073649,0.011387,0.005475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0006.png,scene08,off,off,0.002782,0.001086,0.001361,0.000888,0.002631,0.018991,0.010072,0.008075,0.016122,0.024074,0.058940,0.017383,0.021638,0.013972,0.041308,0.184028,0.288998,0.161420,0.099040,0.042110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0007.png,scene08,off,off,0.000431,0.000098,0.000172,0.000122,0.000382,0.008350,0.006567,0.002210,0.005818,0.005142,0.281149,0.055399,0.016709,0.003626,0.007612,0.155041,0.142944,0.080190,0.007297,0.006189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0000.png,scene20,off,off,0.004865,0.003239,0.003893,0.001591,0.006328,0.011106,0.007565,0.003105,0.008377,0.026026,0.029390,0.007741,0.002587,0.003349,0.017313,0.728519,0.851366,0.756570,0.840616,0.454382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0001.png,scene20,off,off,0.000187,0.000163,0.000140,0.000059,0.000312,0.000085,0.000027,0.000007,0.000021,0.000128,0.000059,0.000011,0.000012,0.000032,0.000016,0.210612,0.262620,0.150495,0.330598,0.103605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0002.png,scene20,off,off,0.000007,0.000002,0.000001,0.000001,0.000008,0.000005,0.000004,0.000001,0.000005,0.000017,0.000062,0.000010,0.000017,0.000020,0.000026,0.195630,0.161107,0.031610,0.146515,0.109282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0003.png,scene20,off,off,0.000176,0.000083,0.000111,0.000034,0.000305,0.000239,0.000754,0.000203,0.000872,0.006119,0.003638,0.001174,0.000758,0.001540,0.005552,0.274601,0.624048,0.560157,0.658554,0.304968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0004.png,scene20,off,off,0.000059,0.000021,0.000023,0.000010,0.000054,0.000085,0.000064,0.000019,0.000090,0.000111,0.000194,0.000026,0.000043,0.000027,0.000134,0.160165,0.159903,0.077339,0.058669,0.065955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0005.png,scene20,off,off,0.000350,0.000279,0.000344,0.000088,0.000554,0.000197,0.000067,0.000015,0.000061,0.000146,0.001086,0.000066,0.000011,0.000028,0.000044,0.768177,0.770455,0.113200,0.222177,0.079430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0006.png,scene20,off,off,0.000010,0.000002,0.000002,0.000001,0.000013,0.000041,0.000027,0.000004,0.000035,0.000071,0.000420,0.000033,0.000034,0.000099,0.000079,0.476455,0.742273,0.200278,0.351726,0.153708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0007.png,scene20,off,off,0.004242,0.003614,0.004388,0.003117,0.006840,0.203774,0.115014,0.185369,0.126579,0.087577,0.134948,0.083020,0.067474,0.057486,0.061841,0.974280,0.927861,0.811577,0.841922,0.876568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L5__s20260819__0000.png,scene20,off,off,0.002045,0.000951,0.001095,0.000534,0.003692,0.024800,0.041194,0.010676,0.052338,0.119863,0.412338,0.106228,0.022920,0.061900,0.174647,0.924350,0.987321,0.969903,0.986174,0.836193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L5__s20260819__0001.png,scene20,off,off,0.000364,0.000254,0.000206,0.000080,0.000693,0.000441,0.000142,0.000026,0.000125,0.000542,0.000392,0.000056,0.000022,0.000093,0.000065,0.406838,0.818274,0.622666,0.810486,0.169959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L5__s20260819__0002.png,scene20,off,off,0.000015,0.000005,0.000003,0.000001,0.000022,0.000056,0.000064,0.000013,0.000082,0.000164,0.001582,0.000377,0.000223,0.000425,0.000366,0.809026,0.807592,0.256511,0.735072,0.598607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L5__s20260819__0003.png,scene20,off,off,0.000786,0.000552,0.000660,0.000260,0.001215,0.001538,0.002463,0.000829,0.003306,0.014921,0.014945,0.005715,0.006300,0.012825,0.056469,0.341159,0.721666,0.680914,0.778148,0.366769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
