arm,frame_id,scene_id,band_round,toggle_state,tier,cell,cell_idx,n_px,n_px_ground,frame_lum_median,frame_lum_median_all,lum_mean,lum_median,lum_p10,lum_std,line_frac,grad_p90,lum_median_ground,line_frac_ground,cue_px_install,cue_px_ground,cue_px_shadow,cue_keys
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,A1,0,0,0,124.594,122.366,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,B1,1,0,0,124.594,122.366,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,C1,2,0,0,124.594,122.366,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,D1,3,0,0,124.594,122.366,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,E1,4,0,0,124.594,122.366,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,A2,5,8825,8825,124.594,122.366,145.1026,127.48,114.85,42.2221,0.0533,51.8379,127.48,0.0533,0,2503,0,Dr:889|Rm:1614
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,B2,6,8426,8426,124.594,122.366,143.2831,127.323,114.755,40.7803,0.0498,52.2298,127.323,0.0498,0,2261,0,Dr:922|Rm:1339
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,C2,7,8330,8330,124.594,122.366,142.4144,126.551,114.755,40.4353,0.0531,53.8921,126.551,0.0531,0,2301,0,Dr:950|Rm:1351
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,D2,8,8603,8603,124.594,122.366,142.222,126.067,114.755,41.1401,0.0427,48.9526,126.067,0.0427,0,2409,0,Dr:1019|Rm:1390
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,E2,9,9272,9272,124.594,122.366,144.4719,127.366,114.665,41.8743,0.0568,55.3626,127.366,0.0568,0,2811,0,Dr:1187|Rm:1624
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,A3a,10,4411,4411,124.594,122.366,125.716,125.252,119.138,21.4004,0.0759,49.9757,125.252,0.0759,63,303,0,Dr:103|Jt:45|Rm:155|V:63
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,B3a,11,3580,3580,124.594,122.366,124.1036,124.138,119.551,3.4592,0.0,24.799,124.138,0.0,0,33,0,Jt:33
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,C3a,12,3331,3331,124.594,122.366,124.2428,124.181,119.551,3.6956,0.0,26.286,124.181,0.0,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,D3a,13,3586,3586,124.594,122.366,123.6742,123.48,119.295,3.4883,0.0,26.1317,123.48,0.0,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,E3a,14,4437,4437,124.594,122.366,124.6101,124.437,120.252,3.6312,0.0,26.6553,124.437,0.0,0,59,0,Jt:59
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,A3b,15,3166,3045,124.594,122.366,62.515,69.629,5.06,52.0489,0.2489,252.041,68.031,0.2542,2366,127,0,Jt:15|Rm:112|V:2366
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,B3b,16,2077,2077,124.594,122.366,123.3445,121.551,118.295,11.8825,0.0544,25.3509,121.551,0.0544,0,66,0,Jt:21|Rm:45
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,C3b,17,1942,1942,124.594,122.366,121.4245,121.366,117.708,2.8855,0.0,21.7481,121.366,0.0,0,21,0,Jt:21
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,D3b,18,2092,2092,124.594,122.366,121.596,121.48,118.067,2.8904,0.0,22.6132,121.48,0.0,0,16,0,Jt:16
A,b2/on/sceneN11/L0__s20260824__0000.png,sceneN11,b2,on,none_in_fov,E3b,19,2600,2600,124.594,122.366,110.1377,120.779,53.262,35.4092,0.1477,191.3356,120.779,0.1477,0,168,0,Dr:27|Jt:21|Rm:120
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,A1,0,0,0,125.551,126.48,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,B1,1,0,0,125.551,126.48,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,C1,2,0,0,125.551,126.48,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,D1,3,0,0,125.551,126.48,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,E1,4,0,0,125.551,126.48,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,A2,5,10609,10609,125.551,126.48,129.0139,129.138,121.779,5.6678,0.0019,43.7763,129.138,0.0019,0,34,0,Jt:34
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,B2,6,9776,9776,125.551,126.48,127.7544,127.551,120.366,6.0134,0.0039,46.4579,127.551,0.0039,0,34,0,Jt:34
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,C2,7,9495,9495,125.551,126.48,127.3202,127.366,118.7488,6.8428,0.0007,47.4303,127.366,0.0007,0,34,0,Jt:34
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,D2,8,9746,9746,125.551,126.48,124.7966,125.138,115.48,7.3966,0.0013,55.6361,125.138,0.0013,0,36,0,Jt:36
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,E2,9,10546,10546,125.551,126.48,123.7398,124.8445,112.437,11.9691,0.0174,64.5205,124.8445,0.0174,0,46,0,Jt:46
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,A3a,10,5145,5108,125.551,126.48,101.854,97.017,52.178,42.1507,0.2604,180.379,97.886,0.2606,2632,287,0,Jt:3|Rm:284|V:2632
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,B3a,11,3245,3245,125.551,126.48,129.3383,127.366,122.48,14.9469,0.0798,44.2185,127.366,0.0798,0,126,0,Jt:28|Rm:98
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,C3a,12,3063,3063,125.551,126.48,126.1393,126.181,121.551,3.7035,0.001,25.7272,126.181,0.001,0,36,0,Jt:36
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,D3a,13,3281,3281,125.551,126.48,124.3478,124.366,119.366,4.0412,0.0,29.6425,124.366,0.0,0,33,0,Jt:33
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,E3a,14,4057,4057,125.551,126.48,122.393,123.181,116.067,5.5849,0.0138,33.5914,123.181,0.0138,0,257,0,Jt:46|Mh:211
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,A3b,15,2834,1460,125.551,126.48,154.1582,169.37,106.5332,27.9376,0.0942,57.4616,143.256,0.1767,1806,0,0,V:1806
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,B3b,16,2421,2337,125.551,126.48,87.5435,83.227,52.754,36.3235,0.3466,191.8536,83.227,0.3496,1793,85,0,Rm:85|V:1793
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,C3b,17,1837,1837,125.551,126.48,124.9598,123.551,120.366,14.4766,0.0757,27.5679,123.551,0.0757,19,47,0,Jt:5|Rm:42|V:19
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,D3b,18,1954,1954,125.551,126.48,122.1704,122.252,118.594,2.7499,0.0,19.2047,122.252,0.0,0,9,0,Jt:9
A,b2/on/sceneN11/L0__s20260824__0001.png,sceneN11,b2,on,none_in_fov,E3b,19,2415,2415,125.551,126.48,94.8764,119.039,18.972,40.2925,0.2915,235.1603,119.039,0.2915,0,17,0,Jt:9|Mh:8
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,A1,0,0,0,122.366,119.252,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,B1,1,0,0,122.366,119.252,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,C1,2,0,0,122.366,119.252,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,D1,3,0,0,122.366,119.252,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,E1,4,0,0,122.366,119.252,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,A2,5,8093,8093,122.366,119.252,124.2195,124.067,117.181,5.8181,0.0007,42.9902,124.067,0.0007,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,B2,6,7718,7718,122.366,119.252,124.3213,124.138,117.551,5.4965,0.0,39.7094,124.138,0.0,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,C2,7,7621,7621,122.366,119.252,123.6942,123.252,116.366,6.1032,0.0001,44.9659,123.252,0.0001,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,D2,8,7924,7924,122.366,119.252,124.131,124.067,117.252,5.7289,0.001,42.9725,124.067,0.001,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,E2,9,8374,8374,122.366,119.252,125.4897,125.366,119.181,5.1549,0.0005,40.4512,125.366,0.0005,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,A3a,10,2824,2824,122.366,119.252,121.8021,122.067,118.067,3.3002,0.0,26.2957,122.067,0.0,0,56,0,Jt:56
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,B3a,11,2354,2354,122.366,119.252,120.2679,120.252,115.594,3.5952,0.0,28.5064,120.252,0.0,0,52,0,Jt:52
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,C3a,12,2166,2166,122.366,119.252,119.5547,119.48,115.48,3.3949,0.0,25.9013,119.48,0.0,0,44,0,Jt:44
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,D3a,13,2336,2336,122.366,119.252,119.068,119.779,112.181,5.3464,0.0043,41.4666,119.779,0.0043,0,228,0,Jt:38|Mh:190
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,E3a,14,2959,2772,122.366,119.252,116.7724,121.138,109.2498,27.9121,0.0862,102.0509,121.366,0.0743,0,137,187,Jt:38|Rm:84|Sh:187|Tg:15
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,A3b,15,1999,1998,122.366,119.252,91.9747,117.295,7.647,49.0213,0.2426,271.606,117.295,0.2422,664,102,0,Jt:16|Rm:86|V:664
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,B3b,16,1318,1318,122.366,119.252,117.115,117.366,113.594,3.4251,0.0023,25.0587,117.366,0.0023,0,47,0,Jt:9|Mh:38
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,C3b,17,1234,1234,122.366,119.252,117.2531,117.181,114.366,2.4235,0.0,17.7114,117.181,0.0,0,9,0,Jt:9
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,D3b,18,1302,1302,122.366,119.252,119.0977,118.295,115.48,7.7988,0.0292,20.7384,118.295,0.0292,0,24,0,Jt:10|Rm:14
A,b2/on/sceneN11/L0__s20260824__0002.png,sceneN11,b2,on,none_in_fov,E3b,19,1554,1554,122.366,119.252,77.0903,77.356,22.858,47.1432,0.3945,300.9429,77.356,0.3945,0,95,0,Jt:6|Rm:89
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,A1,0,3520,3520,123.779,122.48,154.6165,131.9015,117.035,47.0071,0.083,97.0782,131.9015,0.083,0,919,0,Rm:919
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,B1,1,3795,3795,123.779,122.48,163.8814,133.067,114.366,52.8931,0.0619,88.8296,133.067,0.0619,0,1363,0,Rm:1363
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,C1,2,3601,3601,123.779,122.48,157.9404,131.48,112.622,51.1437,0.0622,96.4683,131.48,0.0622,0,1110,0,Rm:1110
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,D1,3,3007,3007,123.779,122.48,136.3268,128.067,111.366,33.3757,0.0532,98.3272,128.067,0.0532,0,308,0,Rm:308
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,E1,4,1578,1578,123.779,122.48,125.2593,125.2165,112.181,10.3552,0.0032,74.567,125.2165,0.0032,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,A2,5,12713,12713,123.779,122.48,141.5431,126.067,117.125,39.976,0.0206,46.9434,126.067,0.0206,0,3033,0,Dr:1116|Jt:29|Rm:1888
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,B2,6,10381,10381,123.779,122.48,134.6899,123.665,116.252,33.8855,0.0218,48.3819,123.665,0.0218,0,1959,0,Dr:933|Jt:28|Rm:998
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,C2,7,9745,9745,123.779,122.48,136.525,124.295,115.897,36.257,0.0227,48.1617,124.295,0.0227,0,2016,0,Dr:890|Jt:28|Rm:1098
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,D2,8,10412,10412,123.779,122.48,145.165,125.551,117.011,43.9622,0.03,46.7284,125.551,0.03,0,2849,0,Dr:869|Jt:26|Rm:1954
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,E2,9,12791,12791,123.779,122.48,146.6428,126.953,116.125,44.5017,0.0433,53.9079,126.953,0.0433,0,3617,0,Dr:1054|Rm:2563
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,A3a,10,3810,3810,123.779,122.48,123.0309,123.181,118.48,3.431,0.0,24.2415,123.181,0.0,0,14,0,Jt:14
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,B3a,11,3101,3101,123.779,122.48,122.6213,122.366,118.295,3.6351,0.0,26.029,122.366,0.0,0,11,0,Jt:11
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,C3a,12,2888,2888,123.779,122.48,121.8386,121.48,117.366,3.5315,0.0,24.3344,121.48,0.0,0,12,0,Jt:12
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,D3a,13,3093,3093,123.779,122.48,107.0143,121.181,40.413,33.0965,0.1597,172.5576,121.181,0.1597,0,6,0,Jt:6
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,E3a,14,3890,3785,123.779,122.48,93.8371,120.953,13.2269,47.5406,0.2478,267.1026,121.181,0.2473,191,233,0,Jt:25|Rm:208|V:191
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,A3b,15,2234,2234,123.779,122.48,122.505,121.366,118.181,9.3743,0.0363,23.0465,121.366,0.0363,0,51,0,Jt:19|Rm:32
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,B3b,16,1816,1816,123.779,122.48,119.6755,119.48,116.295,2.7363,0.0,21.9933,119.48,0.0,0,18,0,Jt:18
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,C3b,17,1693,1693,123.779,122.48,118.8511,119.366,115.366,4.0469,0.0089,24.5682,119.366,0.0089,0,60,0,Jt:18|Mh:42
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,D3b,18,1820,1818,123.779,122.48,72.8992,76.0,11.787,45.7271,0.4038,294.9014,76.0,0.4043,0,174,2,Dr:14|Jt:12|Rm:103|Sh:2|Tg:45
A,b2/on/sceneN11/L0__s20260824__0003.png,sceneN11,b2,on,none_in_fov,E3b,19,2273,1919,123.779,122.48,65.4292,67.886,6.858,47.6296,0.3854,274.116,68.185,0.3841,431,28,0,Rm:28|V:431
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,A1,0,384,384,123.181,120.551,127.9544,127.437,116.7418,8.9484,0.0052,71.9382,127.437,0.0052,0,11,0,Jt:11
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,B1,1,1359,1359,123.181,120.551,124.4284,124.437,112.2864,8.9184,0.0353,72.2529,124.437,0.0353,0,84,0,Jt:84
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,C1,2,1651,1651,123.181,120.551,125.4043,124.854,114.078,8.8403,0.0363,74.5116,124.854,0.0363,0,80,0,Jt:80
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,D1,3,1473,1473,123.181,120.551,128.2224,128.252,117.1586,8.3514,0.0652,70.3291,128.252,0.0652,0,87,0,Jt:87
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,E1,4,580,580,123.181,120.551,127.6838,127.722,116.3546,8.3544,0.0414,66.3169,127.722,0.0414,0,8,0,Jt:8
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,A2,5,10494,10494,123.181,120.551,126.1917,126.181,118.85,6.1987,0.013,49.1533,126.181,0.013,0,88,0,Jt:88
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,B2,6,8544,8544,123.181,120.551,124.076,123.551,116.551,6.2767,0.0012,45.81,123.551,0.0012,0,33,0,Jt:33
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,C2,7,7940,7940,123.181,120.551,124.1146,123.551,117.252,5.9128,0.0006,43.6455,123.551,0.0006,0,27,0,Jt:27
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,D2,8,8562,8562,123.181,120.551,125.0102,124.551,117.839,5.9314,0.0027,44.2976,124.551,0.0027,0,47,0,Jt:47
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,E2,9,10592,10592,123.181,120.551,125.3312,125.252,117.551,6.3747,0.0166,48.9816,125.252,0.0166,0,90,0,Jt:90
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,A3a,10,2810,2810,123.181,120.551,122.4305,122.067,117.594,7.7494,0.0217,29.1353,122.067,0.0217,0,88,0,Jt:59|Rm:29
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,B3a,11,2253,2253,123.181,120.551,120.8374,120.996,116.366,3.6338,0.0036,27.3229,120.996,0.0036,0,3,0,Jt:3
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,C3a,12,2119,2119,123.181,120.551,120.2233,120.181,116.295,3.3031,0.0005,24.2369,120.181,0.0005,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,D3a,13,2272,2272,123.181,120.551,119.0492,120.067,112.2993,5.2603,0.0154,37.611,120.067,0.0154,0,233,0,Jt:23|Mh:210
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,E3a,14,2803,2803,123.181,120.551,121.4477,121.366,117.181,4.3218,0.0089,28.9399,121.366,0.0089,0,65,0,Jt:60|Rm:5
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,A3b,15,2323,2261,123.181,120.551,75.147,77.988,6.647,54.5945,0.3668,325.827,78.168,0.3653,1355,115,0,Jt:3|Rm:112|V:1355
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,B3b,16,1271,1271,123.181,120.551,117.0911,117.366,113.594,3.4215,0.0016,26.1981,117.366,0.0016,0,45,0,Jt:14|Mh:31
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,C3b,17,1174,1174,123.181,120.551,117.5687,117.366,114.48,2.4276,0.0,18.3567,117.366,0.0,0,6,0,Jt:6
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,D3b,18,1254,1254,123.181,120.551,118.1732,118.181,115.181,2.5194,0.0,19.3875,118.181,0.0,0,6,0,Jt:6
A,b2/on/sceneN11/L0__s20260824__0004.png,sceneN11,b2,on,none_in_fov,E3b,19,1599,1599,123.181,120.551,93.8619,117.181,24.858,47.5958,0.3777,315.3169,117.181,0.3777,0,128,0,Jt:10|Rm:118
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,A1,0,10904,10904,122.777,122.252,127.3226,127.106,112.9563,11.3553,0.0122,93.8983,127.106,0.0122,0,163,0,Jt:163
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,B1,1,10307,10307,122.777,122.252,128.0737,127.594,112.181,12.4351,0.0091,108.9546,127.594,0.0091,0,204,0,Jt:204
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,C1,2,10115,10115,122.777,122.252,124.4097,124.095,109.295,11.6239,0.007,101.8937,124.095,0.007,0,187,0,Jt:187
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,D1,3,10353,10353,122.777,122.252,124.3266,123.953,108.252,12.6054,0.0057,105.6656,123.953,0.0057,0,197,0,Jt:197
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,E1,4,11014,11014,122.777,122.252,124.6699,125.295,108.366,12.5061,0.0028,101.2937,125.295,0.0028,0,52,0,Jt:52
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,A2,5,9318,9318,122.777,122.252,125.7602,125.366,118.551,6.2302,0.0057,43.5098,125.366,0.0057,0,73,0,Jt:73
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,B2,6,7692,7692,122.777,122.252,123.5259,123.252,116.181,6.1299,0.0,44.5364,123.252,0.0,0,16,0,Jt:16
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,C2,7,7200,7200,122.777,122.252,123.3883,122.665,115.85,6.45,0.0,45.1006,122.665,0.0,0,16,0,Jt:16
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,D2,8,7696,7696,122.777,122.252,123.3244,123.252,115.996,6.1212,0.0001,41.8751,123.252,0.0001,0,10,0,Jt:10
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,E2,9,9308,9308,122.777,122.252,122.0046,122.665,111.366,8.6375,0.015,54.1237,122.665,0.015,0,667,0,Jt:181|Mh:486
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,A3a,10,2463,2463,122.777,122.252,121.6399,121.181,117.181,7.5134,0.0175,27.6755,121.181,0.0175,0,44,0,Jt:18|Rm:26
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,B3a,11,2185,2185,122.777,122.252,118.4857,118.48,114.295,4.331,0.0,26.1546,118.48,0.0,0,99,0,Jt:4|Mh:95
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,C3a,12,1997,1997,122.777,122.252,119.2322,119.181,115.295,3.2515,0.0,21.757,119.181,0.0,0,9,0,Jt:9
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,D3a,13,2170,2170,122.777,122.252,119.2467,119.2735,115.366,3.0855,0.0,22.8093,119.2735,0.0,0,10,0,Jt:10
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,E3a,14,2455,2455,122.777,122.252,111.5725,120.181,76.3194,25.3492,0.1438,159.524,120.181,0.1438,0,20,0,Jt:20
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,A3b,15,1998,1968,122.777,122.252,83.6579,85.152,26.018,46.8372,0.3088,289.4107,86.0025,0.3064,1077,128,0,Dr:22|Rm:106|V:1077
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,B3b,16,1260,1260,122.777,122.252,116.397,116.48,112.409,3.0359,0.0,25.7595,116.48,0.0,0,18,0,Jt:17|Mh:1
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,C3b,17,1196,1196,122.777,122.252,116.6971,116.409,113.48,2.5206,0.0,19.3562,116.409,0.0,0,7,0,Jt:7
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,D3b,18,1267,1267,122.777,122.252,115.9883,116.366,113.295,4.5998,0.0237,20.7449,116.366,0.0237,0,10,0,Jt:10
A,b2/on/sceneN11/L0__s20260824__0005.png,sceneN11,b2,on,none_in_fov,E3b,19,1561,1458,122.777,122.252,97.8652,112.181,50.043,35.1226,0.2518,296.4344,112.353,0.2695,0,224,207,Jt:1|Rm:98|Sh:207|Tg:125
A,b2/on/sceneN11/L0__s20260824__0006.png,sceneN11,b2,on,none_in_fov,A1,0,0,0,124.551,124.067,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0006.png,sceneN11,b2,on,none_in_fov,B1,1,0,0,124.551,124.067,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0006.png,sceneN11,b2,on,none_in_fov,C1,2,0,0,124.551,124.067,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0006.png,sceneN11,b2,on,none_in_fov,D1,3,0,0,124.551,124.067,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0006.png,sceneN11,b2,on,none_in_fov,E1,4,0,0,124.551,124.067,,,,,,,,,0,0,0,
A,b2/on/sceneN11/L0__s20260824__0006.png,sceneN11,b2,on,none_in_fov,A2,5,5115,5115,124.551,124.067,126.9456,127.252,120.48,5.4474,0.01,41.0891,127.252,0.01,0,112,0,Jt:112
A,b2/on/sceneN11/L0__s20260824__0006.png,sceneN11,b2,on,none_in_fov,B2,6,5286,5286,124.551,124.067,127.2476,127.295,119.48,6.3884,0.0047,46.8315,127.295,0.0047,0,93,0,Jt:93
