frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.018427,0.010429,0.010445,0.014224,0.013679,0.007062,0.028821,0.035535,0.012921,0.000862,0.027008,0.146527,0.627224,0.076871,0.025552,0.192571,0.028519,0.024704,0.004552,0.042450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.002878,0.001320,0.001745,0.001678,0.004800,0.000703,0.001809,0.001637,0.002072,0.002448,0.006716,0.000285,0.000056,0.000028,0.000581,0.002347,0.003567,0.003509,0.000264,0.000096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.002488,0.001064,0.001950,0.001289,0.001338,0.003606,0.003050,0.000942,0.000580,0.001129,0.022695,0.001020,0.000898,0.000443,0.007858,0.044836,0.105671,0.008069,0.004248,0.005452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.010539,0.004074,0.003779,0.002877,0.003407,0.014858,0.026720,0.013699,0.010603,0.011514,0.015527,0.005405,0.020929,0.015488,0.040806,0.016579,0.009997,0.038449,0.014907,0.046730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.031119,0.011674,0.011235,0.009510,0.009933,0.035987,0.061120,0.045727,0.029450,0.043739,0.086462,0.012390,0.014206,0.030841,0.190053,0.005470,0.020314,0.020392,0.012840,0.008197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.001058,0.000286,0.000355,0.000440,0.000542,0.000635,0.001072,0.000915,0.000269,0.000170,0.000603,0.000356,0.000227,0.000133,0.000083,0.000171,0.000149,0.000101,0.000026,0.000063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.006353,0.002569,0.002452,0.002873,0.004878,0.002719,0.010540,0.007231,0.003785,0.002277,0.003883,0.002817,0.009854,0.001125,0.006659,0.000504,0.000351,0.001928,0.000187,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000541,0.000144,0.000160,0.000181,0.000522,0.008377,0.027023,0.017664,0.015916,0.004404,0.038119,0.048157,0.211865,0.025759,0.015470,0.012897,0.004354,0.008939,0.000837,0.005293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.007662,0.003847,0.004343,0.003829,0.003910,0.013411,0.035130,0.051626,0.016725,0.003045,0.008670,0.037987,0.213650,0.057498,0.010060,0.077177,0.071062,0.021936,0.010382,0.044314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000026,0.000010,0.000015,0.000008,0.000042,0.000013,0.000011,0.000004,0.000005,0.000013,0.000032,0.000003,0.000000,0.000000,0.000001,0.000181,0.000320,0.000131,0.000211,0.000029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0002.png,scene08,off,off,0.000091,0.000040,0.000069,0.000037,0.000081,0.000243,0.000128,0.000016,0.000007,0.000018,0.000637,0.000015,0.000002,0.000000,0.000007,0.000136,0.001047,0.000107,0.000051,0.000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
