frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.000061,0.000029,0.000077,0.000027,0.000132,0.001334,0.000438,0.000290,0.000281,0.000208,0.005194,0.000764,0.000238,0.000044,0.000013,0.923152,0.967933,0.287535,0.017851,0.004321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.004776,0.002158,0.002576,0.001767,0.003131,0.006375,0.004150,0.003243,0.005903,0.007246,0.018761,0.007620,0.015406,0.005725,0.017753,0.028847,0.043229,0.043534,0.035454,0.014351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.002457,0.000915,0.001422,0.000624,0.001682,0.003683,0.002877,0.003380,0.004956,0.003805,0.014501,0.004312,0.005086,0.001112,0.006175,0.194926,0.119359,0.069434,0.025413,0.017630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.001234,0.000470,0.000453,0.000508,0.001545,0.119609,0.091047,0.036331,0.098398,0.128240,0.486039,0.434605,0.293638,0.258182,0.181924,0.340478,0.328582,0.541960,0.436140,0.211967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.015029,0.008999,0.011505,0.008890,0.020639,0.126114,0.069683,0.087610,0.119410,0.145043,0.150487,0.187581,0.188505,0.112160,0.109799,0.337268,0.476082,0.359099,0.178743,0.077704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.000373,0.000087,0.000181,0.000083,0.000299,0.000729,0.000328,0.000238,0.000420,0.000523,0.007163,0.001174,0.000347,0.000078,0.000285,0.053145,0.147385,0.026276,0.003569,0.001646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.001576,0.000716,0.001153,0.000741,0.001810,0.005105,0.002830,0.001346,0.004750,0.007503,0.046328,0.004845,0.004179,0.002465,0.015903,0.079529,0.061686,0.021421,0.005082,0.003591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000167,0.000047,0.000082,0.000072,0.000232,0.009130,0.007402,0.001164,0.005828,0.006617,0.522236,0.075920,0.026299,0.008343,0.008196,0.144325,0.113591,0.137714,0.006187,0.004006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.000617,0.000183,0.000288,0.000183,0.000694,0.041711,0.009126,0.006499,0.004078,0.002394,0.098197,0.045239,0.004580,0.000674,0.000119,0.896084,0.985791,0.741343,0.150885,0.009308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000190,0.000045,0.000087,0.000032,0.000152,0.000348,0.000092,0.000065,0.000116,0.000159,0.000722,0.000300,0.000131,0.000027,0.000032,0.241679,0.654487,0.251817,0.038976,0.004082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0002.png,scene08,off,off,0.000515,0.000196,0.000276,0.000114,0.000285,0.000469,0.000228,0.000267,0.000459,0.000432,0.001929,0.000717,0.001973,0.000154,0.000847,0.144931,0.095940,0.043799,0.005963,0.004569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
