frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.002891,0.001641,0.001865,0.002647,0.003788,0.116384,0.125292,0.157978,0.176139,0.064575,0.320669,0.741575,0.919512,0.638296,0.136132,0.245209,0.472375,0.483555,0.319189,0.151378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.005612,0.003009,0.005844,0.004132,0.011674,0.033906,0.021755,0.021692,0.030519,0.030390,0.053008,0.068755,0.174823,0.130370,0.079939,0.073504,0.333618,0.529692,0.471966,0.101369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.002186,0.001012,0.002227,0.001551,0.004137,0.020661,0.007227,0.005871,0.010372,0.013366,0.037970,0.017378,0.047990,0.047618,0.092816,0.132069,0.611850,0.672557,0.676565,0.158713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.000361,0.000167,0.000242,0.000233,0.000395,0.007521,0.001890,0.003341,0.004148,0.001800,0.312164,0.376965,0.343842,0.025143,0.006339,0.080281,0.197931,0.192625,0.122893,0.036611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.021445,0.015078,0.034679,0.022418,0.048572,0.313716,0.232895,0.253666,0.337317,0.210706,0.068173,0.125308,0.258178,0.146121,0.079571,0.081222,0.426355,0.528144,0.356900,0.055341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.001329,0.000810,0.001682,0.001276,0.002939,0.040013,0.023648,0.027360,0.030352,0.011998,0.097206,0.219206,0.195959,0.020673,0.010072,0.152511,0.714001,0.758314,0.406668,0.060752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.000743,0.000297,0.000616,0.000541,0.001880,0.010063,0.007061,0.006215,0.007164,0.006246,0.006278,0.023712,0.094618,0.037800,0.008927,0.007613,0.064863,0.149348,0.096180,0.007134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000041,0.000019,0.000042,0.000033,0.000093,0.001699,0.000487,0.000615,0.000541,0.000124,0.073815,0.317813,0.259551,0.001738,0.000079,0.008987,0.039208,0.028650,0.003585,0.000356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.006966,0.004962,0.006111,0.007929,0.010966,0.228056,0.279399,0.458496,0.398883,0.165713,0.065806,0.290806,0.280309,0.090323,0.030831,0.377970,0.687453,0.655439,0.362831,0.262087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.001174,0.000504,0.001886,0.001145,0.003743,0.010418,0.004408,0.004944,0.006188,0.006327,0.017199,0.009910,0.014900,0.008073,0.009848,0.058701,0.414854,0.381442,0.228103,0.023124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0002.png,scene08,off,off,0.000191,0.000059,0.000380,0.000184,0.000790,0.000346,0.000080,0.000098,0.000123,0.000163,0.000933,0.000104,0.000295,0.000366,0.000859,0.004189,0.033328,0.024069,0.017724,0.001211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0003.png,scene08,off,off,0.000138,0.000049,0.000067,0.000075,0.000123,0.003156,0.000548,0.000625,0.000969,0.000345,0.705794,0.712922,0.487134,0.027580,0.008460,0.185891,0.301029,0.310889,0.087235,0.028122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0004.png,scene08,off,off,0.015445,0.012617,0.035092,0.023367,0.050144,0.119140,0.053562,0.072124,0.110432,0.082888,0.066450,0.041219,0.048055,0.021322,0.025015,0.068189,0.230413,0.139913,0.066677,0.011784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0005.png,scene08,off,off,0.001945,0.001243,0.003486,0.002521,0.004977,0.029921,0.014850,0.021921,0.020445,0.008405,0.064674,0.068521,0.030021,0.004683,0.005168,0.145319,0.482945,0.327092,0.083322,0.017311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0006.png,scene08,off,off,0.000374,0.000190,0.000539,0.000411,0.001522,0.005525,0.003174,0.002827,0.003060,0.004101,0.002173,0.003782,0.011171,0.005881,0.003907,0.006158,0.075095,0.108391,0.071362,0.004638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0007.png,scene08,off,off,0.000090,0.000045,0.000080,0.000089,0.000131,0.000897,0.000291,0.000713,0.000459,0.000269,0.004507,0.016687,0.011869,0.000714,0.000200,0.025365,0.067606,0.037948,0.007086,0.004827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0000.png,scene08,off,off,0.004460,0.002646,0.003957,0.004622,0.008082,0.123977,0.123270,0.172902,0.187060,0.084800,0.100361,0.216629,0.251895,0.127204,0.051427,0.224389,0.549918,0.516004,0.280869,0.120873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0001.png,scene08,off,off,0.001032,0.000333,0.001594,0.000883,0.003399,0.012556,0.006843,0.009033,0.009554,0.006178,0.016795,0.015995,0.019799,0.007765,0.007323,0.049379,0.457525,0.401071,0.217610,0.014228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0002.png,scene08,off,off,0.000311,0.000106,0.000439,0.000295,0.001198,0.002507,0.000792,0.000702,0.000983,0.001356,0.004453,0.001367,0.001710,0.002567,0.010085,0.031503,0.283674,0.230127,0.134337,0.010913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0003.png,scene08,off,off,0.000164,0.000070,0.000122,0.000125,0.000256,0.003432,0.001098,0.001938,0.002109,0.000991,0.078785,0.107939,0.079675,0.007928,0.002711,0.034352,0.141372,0.118691,0.061588,0.014106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0004.png,scene08,off,off,0.016369,0.012276,0.029141,0.019555,0.040679,0.247414,0.215986,0.248365,0.339229,0.231815,0.100579,0.163175,0.249198,0.177499,0.128855,0.130097,0.544485,0.566800,0.426307,0.071890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0005.png,scene08,off,off,0.001408,0.000790,0.001619,0.001462,0.003007,0.057213,0.034195,0.044668,0.046307,0.017145,0.414457,0.623484,0.455116,0.060221,0.030071,0.410484,0.875366,0.840796,0.515290,0.110672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0006.png,scene08,off,off,0.000173,0.000070,0.000207,0.000178,0.000660,0.001497,0.001047,0.000790,0.000940,0.000864,0.001074,0.001482,0.004687,0.003176,0.001883,0.003475,0.027852,0.048540,0.023537,0.002053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0007.png,scene08,off,off,0.000079,0.000042,0.000140,0.000104,0.000361,0.001779,0.000528,0.000832,0.000722,0.000256,0.005821,0.011998,0.007745,0.000348,0.000083,0.004113,0.038910,0.031816,0.004604,0.000280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0000.png,scene20,off,off,0.000338,0.000361,0.000800,0.000534,0.001586,0.000844,0.000887,0.000926,0.000977,0.000803,0.000499,0.000855,0.001782,0.000877,0.000310,0.002492,0.003404,0.005088,0.001443,0.000487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0001.png,scene20,off,off,0.000002,0.000001,0.000002,0.000000,0.000005,0.000003,0.000001,0.000000,0.000001,0.000001,0.000020,0.000002,0.000010,0.000007,0.000002,0.002742,0.001817,0.003707,0.000956,0.000368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0002.png,scene20,off,off,0.000005,0.000002,0.000005,0.000001,0.000010,0.000005,0.000000,0.000000,0.000001,0.000002,0.000054,0.000001,0.000007,0.000008,0.000006,0.005844,0.008802,0.016721,0.005690,0.000860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0003.png,scene20,off,off,0.001343,0.001047,0.002240,0.001670,0.004408,0.002120,0.002652,0.002445,0.003730,0.003469,0.001863,0.001733,0.009150,0.008523,0.002983,0.004165,0.004735,0.010166,0.005370,0.001897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0004.png,scene20,off,off,0.000007,0.000005,0.000017,0.000006,0.000032,0.000035,0.000014,0.000009,0.000014,0.000023,0.000051,0.000019,0.000029,0.000011,0.000008,0.003811,0.015623,0.013645,0.001571,0.000316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0005.png,scene20,off,off,0.000006,0.000003,0.000009,0.000002,0.000014,0.000013,0.000002,0.000001,0.000003,0.000004,0.000484,0.000035,0.000052,0.000015,0.000007,0.016380,0.016286,0.014267,0.001978,0.000842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0006.png,scene20,off,off,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000174,0.000326,0.000815,0.000106,0.000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0007.png,scene20,off,off,0.000145,0.000157,0.000415,0.000165,0.000693,0.000703,0.000408,0.000364,0.000570,0.000422,0.000773,0.000363,0.000402,0.000160,0.000097,0.015845,0.042223,0.027132,0.004064,0.001207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L5__s20260819__0000.png,scene20,off,off,0.000167,0.000150,0.000229,0.000200,0.000428,0.000585,0.000604,0.000737,0.000668,0.000404,0.000742,0.001070,0.002343,0.000947,0.000524,0.012562,0.014815,0.009387,0.003341,0.002849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L5__s20260819__0001.png,scene20,off,off,0.000013,0.000006,0.000015,0.000004,0.000024,0.000025,0.000006,0.000003,0.000009,0.000007,0.000150,0.000010,0.000034,0.000019,0.000011,0.012554,0.008604,0.008009,0.002014,0.001063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L5__s20260819__0002.png,scene20,off,off,0.000009,0.000003,0.000008,0.000002,0.000012,0.000013,0.000002,0.000001,0.000004,0.000004,0.000191,0.000007,0.000035,0.000021,0.000017,0.026963,0.018937,0.014962,0.006062,0.002825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L5__s20260819__0003.png,scene20,off,off,0.001603,0.001067,0.002325,0.002276,0.004563,0.002601,0.005007,0.004916,0.006724,0.004816,0.001625,0.002684,0.017569,0.023304,0.009493,0.004766,0.003383,0.007011,0.005113,0.003561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L5__s20260819__0004.png,scene20,off,off,0.000046,0.000032,0.000103,0.000045,0.000146,0.000399,0.000237,0.000188,0.000252,0.000265,0.000402,0.000199,0.000279,0.000148,0.000112,0.012003,0.030169,0.022137,0.003941,0.001586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
