frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.027422,0.016151,0.013642,0.018941,0.015794,0.003014,0.020311,0.040895,0.013862,0.000801,0.007678,0.041188,0.197946,0.024029,0.023066,0.022391,0.001633,0.002824,0.000488,0.008115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.000947,0.000341,0.000386,0.000413,0.001500,0.000110,0.000414,0.000386,0.000410,0.000421,0.000685,0.000057,0.000012,0.000011,0.000064,0.000096,0.000212,0.000866,0.000069,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.001931,0.000654,0.001182,0.000928,0.001218,0.001280,0.001846,0.000558,0.000273,0.000486,0.010943,0.000859,0.000666,0.000275,0.001746,0.003575,0.008601,0.001586,0.000347,0.000429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.000723,0.000204,0.000185,0.000132,0.000330,0.000541,0.000999,0.000658,0.000349,0.000433,0.001105,0.000707,0.002139,0.001178,0.001262,0.001686,0.000930,0.011975,0.005206,0.006795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.007893,0.002030,0.001937,0.001641,0.002724,0.004432,0.009756,0.008444,0.004221,0.006263,0.004661,0.001175,0.001164,0.002542,0.013350,0.000075,0.000344,0.002830,0.001121,0.000320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.000173,0.000036,0.000042,0.000051,0.000117,0.000031,0.000076,0.000060,0.000014,0.000008,0.000027,0.000038,0.000023,0.000008,0.000002,0.000003,0.000004,0.000015,0.000003,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.002282,0.000771,0.000680,0.000789,0.001601,0.000595,0.002056,0.001572,0.000774,0.000561,0.000513,0.000741,0.001879,0.000469,0.001567,0.000066,0.000050,0.000629,0.000098,0.000198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000067,0.000011,0.000011,0.000011,0.000052,0.000479,0.001427,0.001132,0.000697,0.000260,0.002439,0.005133,0.011966,0.002688,0.001102,0.000265,0.000095,0.001218,0.000183,0.000351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.007133,0.002753,0.003152,0.002851,0.003676,0.007280,0.021203,0.027695,0.006882,0.000857,0.003642,0.007966,0.010846,0.003185,0.001327,0.008542,0.003745,0.002369,0.000628,0.004141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000009,0.000003,0.000004,0.000002,0.000016,0.000003,0.000004,0.000001,0.000002,0.000003,0.000005,0.000002,0.000000,0.000000,0.000000,0.000021,0.000081,0.000098,0.000078,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0002.png,scene08,off,off,0.000052,0.000019,0.000030,0.000018,0.000055,0.000077,0.000051,0.000007,0.000003,0.000007,0.000145,0.000009,0.000001,0.000000,0.000002,0.000014,0.000132,0.000040,0.000020,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0003.png,scene08,off,off,0.001005,0.000235,0.000299,0.000214,0.000531,0.002149,0.002353,0.001013,0.000438,0.000796,0.018221,0.008549,0.001695,0.001147,0.000957,0.023942,0.015904,0.022257,0.004121,0.008116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0004.png,scene08,off,off,0.001101,0.000291,0.000282,0.000217,0.000609,0.001415,0.001243,0.001124,0.000875,0.001052,0.000976,0.000551,0.000482,0.000554,0.002138,0.000084,0.000856,0.001681,0.001145,0.000245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0005.png,scene08,off,off,0.000890,0.000253,0.000360,0.000312,0.000594,0.000842,0.001054,0.000506,0.000147,0.000135,0.001037,0.000381,0.000101,0.000032,0.000030,0.000112,0.000166,0.000173,0.000060,0.000032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0006.png,scene08,off,off,0.000014,0.000004,0.000005,0.000004,0.000012,0.000015,0.000010,0.000005,0.000002,0.000003,0.000002,0.000004,0.000001,0.000000,0.000000,0.000003,0.000008,0.000016,0.000008,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0007.png,scene08,off,off,0.000285,0.000248,0.000311,0.000264,0.000430,0.001274,0.002448,0.001271,0.000332,0.000117,0.000530,0.000756,0.000393,0.000038,0.000003,0.000746,0.000589,0.000520,0.000036,0.000053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0000.png,scene08,off,off,0.007267,0.002675,0.002897,0.002982,0.003931,0.006523,0.014593,0.019502,0.005839,0.000474,0.006443,0.025387,0.058279,0.009418,0.005967,0.017312,0.003363,0.003458,0.001168,0.007572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0001.png,scene08,off,off,0.000164,0.000055,0.000087,0.000060,0.000308,0.000042,0.000064,0.000043,0.000057,0.000104,0.000210,0.000017,0.000003,0.000002,0.000011,0.000336,0.000642,0.001874,0.000771,0.000043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0002.png,scene08,off,off,0.000306,0.000070,0.000100,0.000084,0.000278,0.000167,0.000248,0.000103,0.000046,0.000055,0.000149,0.000041,0.000017,0.000007,0.000007,0.000001,0.000012,0.000073,0.000008,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0003.png,scene08,off,off,0.000808,0.000280,0.000248,0.000161,0.000260,0.000870,0.001532,0.001628,0.000981,0.001161,0.000878,0.000925,0.001017,0.001475,0.002102,0.002406,0.001923,0.006987,0.003352,0.006072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0004.png,scene08,off,off,0.001231,0.000309,0.000282,0.000271,0.000684,0.000593,0.000802,0.000776,0.000467,0.000924,0.000491,0.000228,0.000073,0.000139,0.000937,0.000031,0.000384,0.000761,0.000191,0.000052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0005.png,scene08,off,off,0.000088,0.000021,0.000025,0.000019,0.000064,0.000015,0.000025,0.000021,0.000006,0.000004,0.000007,0.000007,0.000002,0.000001,0.000000,0.000002,0.000002,0.000024,0.000010,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0006.png,scene08,off,off,0.001137,0.000386,0.000471,0.000526,0.001117,0.001092,0.001917,0.001378,0.000612,0.000330,0.001258,0.005196,0.004092,0.000254,0.000447,0.001679,0.001336,0.000935,0.000126,0.000364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
