frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.001103,0.000566,0.000781,0.001003,0.001506,0.079917,0.084200,0.091719,0.099414,0.024634,0.466591,0.903355,0.974826,0.698783,0.086412,0.240712,0.516665,0.520506,0.254267,0.090150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.002726,0.001140,0.002169,0.001752,0.005558,0.026380,0.019700,0.018853,0.026973,0.024066,0.052323,0.113337,0.230795,0.174809,0.109317,0.121639,0.570273,0.768958,0.693959,0.189010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.002654,0.001351,0.002963,0.002247,0.005608,0.042667,0.017268,0.013120,0.021882,0.027022,0.082473,0.054774,0.130812,0.122155,0.205131,0.230202,0.773558,0.850239,0.793596,0.246309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.000152,0.000056,0.000074,0.000069,0.000126,0.002378,0.000473,0.000726,0.001055,0.000440,0.495473,0.565558,0.558769,0.045905,0.006964,0.092139,0.135314,0.162873,0.095139,0.043367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.010507,0.006315,0.015079,0.010612,0.024959,0.222747,0.157664,0.166033,0.229069,0.125337,0.069119,0.174788,0.298057,0.146660,0.070104,0.085380,0.489538,0.613598,0.359264,0.058393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.000896,0.000501,0.001058,0.000819,0.001769,0.041871,0.022033,0.024839,0.025091,0.009391,0.221170,0.463370,0.339401,0.028517,0.013136,0.309131,0.862647,0.885823,0.508020,0.093928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.000492,0.000166,0.000333,0.000298,0.001081,0.012246,0.008567,0.006392,0.007811,0.006879,0.018531,0.107051,0.269352,0.092470,0.019641,0.026512,0.246259,0.456528,0.249945,0.020884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000014,0.000005,0.000013,0.000009,0.000026,0.000631,0.000131,0.000144,0.000130,0.000030,0.184900,0.475323,0.287638,0.001027,0.000055,0.018836,0.061598,0.039153,0.002743,0.000338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.005872,0.004336,0.005816,0.006841,0.010394,0.316583,0.368456,0.520720,0.475569,0.196316,0.133507,0.571591,0.576355,0.177846,0.042541,0.444334,0.789971,0.791412,0.466707,0.277561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000607,0.000246,0.001054,0.000659,0.002267,0.005935,0.002295,0.002514,0.003283,0.003360,0.012298,0.007140,0.009185,0.004519,0.005894,0.055724,0.407815,0.354810,0.171422,0.015458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0002.png,scene08,off,off,0.000132,0.000041,0.000288,0.000138,0.000603,0.000312,0.000071,0.000084,0.000100,0.000142,0.000827,0.000103,0.000243,0.000322,0.000838,0.004648,0.044647,0.032736,0.017678,0.001081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0003.png,scene08,off,off,0.000116,0.000037,0.000048,0.000053,0.000091,0.003644,0.000623,0.000588,0.001050,0.000352,0.809926,0.827292,0.672602,0.051620,0.012984,0.292862,0.392264,0.431556,0.139860,0.056471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0004.png,scene08,off,off,0.006955,0.004400,0.012963,0.009438,0.025200,0.080021,0.035174,0.047482,0.071834,0.047720,0.058048,0.055182,0.055126,0.021316,0.020445,0.056337,0.264527,0.186745,0.073687,0.010389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0005.png,scene08,off,off,0.001516,0.000903,0.002238,0.001755,0.003442,0.044403,0.023767,0.027790,0.028950,0.010922,0.127198,0.224914,0.101548,0.011751,0.008777,0.270144,0.727262,0.642419,0.179681,0.036584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0006.png,scene08,off,off,0.000293,0.000142,0.000461,0.000362,0.001400,0.009957,0.006163,0.005279,0.005350,0.005604,0.002719,0.009988,0.025813,0.008332,0.003561,0.007356,0.134860,0.247528,0.109292,0.004078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0007.png,scene08,off,off,0.000112,0.000061,0.000105,0.000108,0.000194,0.003130,0.000894,0.001805,0.001334,0.000639,0.029339,0.151589,0.085651,0.002675,0.000462,0.053530,0.191652,0.144184,0.018137,0.006425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0000.png,scene08,off,off,0.002791,0.001621,0.002667,0.002936,0.005581,0.159741,0.136562,0.162394,0.182701,0.072637,0.208856,0.540579,0.637637,0.241997,0.053485,0.219107,0.627129,0.625079,0.301292,0.087992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0001.png,scene08,off,off,0.000451,0.000146,0.000754,0.000449,0.001654,0.007240,0.003467,0.004116,0.004350,0.003051,0.013941,0.012501,0.011938,0.004782,0.005213,0.064685,0.501391,0.397911,0.153203,0.012193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0002.png,scene08,off,off,0.000253,0.000094,0.000359,0.000249,0.000864,0.004646,0.001618,0.001355,0.001837,0.002075,0.012513,0.006143,0.006712,0.006028,0.017548,0.128903,0.702094,0.631123,0.348784,0.039850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0003.png,scene08,off,off,0.000076,0.000028,0.000046,0.000044,0.000084,0.001589,0.000371,0.000569,0.000750,0.000318,0.283796,0.338491,0.275437,0.018004,0.003631,0.081832,0.175880,0.152888,0.064853,0.025806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0004.png,scene08,off,off,0.006963,0.004055,0.009346,0.006710,0.015169,0.221557,0.190631,0.207195,0.282808,0.165624,0.140098,0.345447,0.451077,0.266907,0.154312,0.234425,0.807941,0.835112,0.678021,0.167259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0005.png,scene08,off,off,0.001126,0.000621,0.001266,0.001109,0.002271,0.068802,0.039197,0.048061,0.047932,0.016041,0.519042,0.771791,0.619619,0.076495,0.030353,0.532871,0.928706,0.915379,0.588160,0.148104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0006.png,scene08,off,off,0.000118,0.000042,0.000133,0.000113,0.000432,0.001806,0.001284,0.000847,0.001004,0.000853,0.002048,0.004373,0.010820,0.005362,0.002408,0.007285,0.064195,0.108835,0.036602,0.003351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0007.png,scene08,off,off,0.000046,0.000019,0.000068,0.000049,0.000184,0.002686,0.000743,0.000922,0.000834,0.000222,0.027155,0.106147,0.060193,0.000909,0.000094,0.008212,0.095677,0.090047,0.007217,0.000304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0000.png,scene20,off,off,0.000105,0.000108,0.000299,0.000201,0.000649,0.000291,0.000257,0.000246,0.000251,0.000172,0.000297,0.000614,0.001085,0.000320,0.000098,0.001826,0.002888,0.003354,0.000428,0.000132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0001.png,scene20,off,off,0.000001,0.000000,0.000001,0.000000,0.000002,0.000002,0.000000,0.000000,0.000001,0.000000,0.000018,0.000003,0.000009,0.000004,0.000001,0.005010,0.001941,0.002685,0.000383,0.000267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0002.png,scene20,off,off,0.000002,0.000001,0.000002,0.000000,0.000004,0.000002,0.000000,0.000000,0.000000,0.000001,0.000033,0.000001,0.000004,0.000003,0.000002,0.006669,0.005197,0.006597,0.001513,0.000436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0003.png,scene20,off,off,0.000397,0.000316,0.000741,0.000589,0.001650,0.000745,0.000686,0.000573,0.000823,0.000682,0.000879,0.001313,0.005955,0.002825,0.000792,0.002690,0.003071,0.005170,0.001307,0.000458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0004.png,scene20,off,off,0.000003,0.000002,0.000007,0.000002,0.000015,0.000014,0.000004,0.000002,0.000004,0.000005,0.000047,0.000024,0.000029,0.000007,0.000003,0.002828,0.010125,0.006988,0.000472,0.000096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0005.png,scene20,off,off,0.000002,0.000001,0.000003,0.000001,0.000005,0.000007,0.000001,0.000000,0.000001,0.000001,0.000763,0.000083,0.000086,0.000012,0.000004,0.026247,0.012798,0.007737,0.000647,0.000550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene20/L0__s20260819__0006.png,scene20,off,off,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000283,0.000203,0.000301,0.000019,0.000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
