frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.006759,0.004263,0.004413,0.005659,0.008051,0.108257,0.091308,0.131239,0.155985,0.076261,0.284259,0.372078,0.666996,0.336702,0.107306,0.266059,0.389217,0.336252,0.266135,0.187217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.005268,0.002704,0.007061,0.004063,0.012904,0.026568,0.014514,0.016674,0.021185,0.017878,0.027665,0.031388,0.084985,0.041202,0.020608,0.032104,0.171405,0.249412,0.182386,0.023652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.001215,0.000442,0.001163,0.000657,0.002333,0.004246,0.001267,0.001293,0.002164,0.002922,0.009160,0.002263,0.007988,0.010221,0.021169,0.038185,0.243686,0.241686,0.359304,0.054588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.000880,0.000509,0.000840,0.000629,0.001025,0.010736,0.002182,0.005002,0.005381,0.002856,0.235753,0.130664,0.102277,0.007864,0.004258,0.077800,0.152684,0.090841,0.074478,0.032241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.050360,0.041818,0.086880,0.055077,0.112533,0.275459,0.208979,0.282734,0.367867,0.243811,0.048525,0.052390,0.156414,0.113675,0.069326,0.057124,0.192270,0.232099,0.215061,0.032492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.002632,0.001652,0.003301,0.002388,0.005977,0.017882,0.010324,0.015482,0.018456,0.008874,0.025206,0.032973,0.057879,0.015794,0.006884,0.035986,0.220025,0.235916,0.148234,0.021393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.001562,0.000829,0.001786,0.001171,0.003746,0.007145,0.003198,0.003537,0.004313,0.004708,0.004494,0.003101,0.013818,0.009266,0.005447,0.009340,0.036874,0.058128,0.053913,0.007772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000382,0.000230,0.000479,0.000318,0.000710,0.006551,0.001356,0.002512,0.002581,0.000933,0.156143,0.146559,0.140755,0.003564,0.000628,0.031804,0.095166,0.050220,0.016228,0.003090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.007824,0.005757,0.007550,0.009290,0.012552,0.104537,0.099737,0.221909,0.204230,0.081334,0.027540,0.046094,0.039622,0.018067,0.013707,0.244449,0.461390,0.298953,0.188858,0.164171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.002265,0.001047,0.004720,0.002243,0.007041,0.012905,0.004364,0.005200,0.006044,0.007340,0.015418,0.004309,0.007493,0.004700,0.008363,0.046806,0.322963,0.257106,0.138678,0.013356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
