frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.000292,0.000151,0.000276,0.000124,0.000465,0.010708,0.002850,0.002499,0.001477,0.001435,0.009352,0.004625,0.002293,0.000428,0.000050,0.939564,0.977757,0.606474,0.178732,0.024589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.007328,0.003065,0.003923,0.002549,0.005059,0.028499,0.015735,0.012866,0.021066,0.020054,0.057649,0.039040,0.047392,0.023545,0.025386,0.148997,0.337876,0.232922,0.182000,0.042423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.004063,0.001922,0.002673,0.001510,0.002785,0.010644,0.007729,0.009913,0.013884,0.009031,0.051226,0.024836,0.042974,0.012371,0.030091,0.270591,0.193198,0.141699,0.063214,0.042643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.004153,0.001643,0.001731,0.001575,0.003711,0.134730,0.070230,0.027042,0.082306,0.088744,0.463740,0.256768,0.113633,0.162390,0.184733,0.412841,0.440956,0.446451,0.525759,0.241537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.015760,0.009325,0.011648,0.008326,0.018182,0.106725,0.050509,0.063606,0.096357,0.103712,0.116200,0.121057,0.125336,0.099031,0.099864,0.326960,0.498159,0.265009,0.207676,0.078229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.002278,0.000832,0.001172,0.000605,0.001662,0.009163,0.002842,0.002347,0.003513,0.003907,0.017688,0.004684,0.001752,0.000789,0.001977,0.206438,0.579518,0.154382,0.113165,0.024627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.006555,0.003781,0.005446,0.003579,0.007434,0.026153,0.013421,0.008003,0.022766,0.029039,0.087532,0.016610,0.014522,0.015841,0.052877,0.208541,0.270269,0.088066,0.062929,0.021485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.003676,0.001533,0.002178,0.001934,0.004884,0.182851,0.117291,0.034406,0.094330,0.068254,0.842333,0.308382,0.101696,0.068293,0.095587,0.799673,0.769629,0.542299,0.247312,0.113426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.000574,0.000170,0.000226,0.000153,0.000731,0.097282,0.014748,0.008876,0.004441,0.004450,0.196978,0.122814,0.011117,0.001172,0.000121,0.951508,0.997321,0.942007,0.621625,0.033944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000302,0.000061,0.000118,0.000041,0.000237,0.001392,0.000309,0.000206,0.000326,0.000468,0.001501,0.000832,0.000252,0.000077,0.000044,0.431539,0.915573,0.564204,0.186570,0.011031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0002.png,scene08,off,off,0.002930,0.001316,0.001720,0.000907,0.001845,0.008806,0.004232,0.004951,0.007086,0.005467,0.020299,0.009474,0.018202,0.002752,0.007308,0.397069,0.481767,0.262368,0.076592,0.026119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0003.png,scene08,off,off,0.000677,0.000212,0.000218,0.000188,0.000790,0.034091,0.021107,0.007498,0.017945,0.025985,0.140399,0.080492,0.026342,0.014048,0.012362,0.585262,0.757146,0.731572,0.513547,0.175663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0004.png,scene08,off,off,0.030976,0.016480,0.017672,0.018106,0.055419,0.691549,0.410699,0.457726,0.413750,0.466464,0.687427,0.811716,0.676767,0.416930,0.209710,0.877028,0.952401,0.932669,0.873403,0.525386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0005.png,scene08,off,off,0.000595,0.000140,0.000238,0.000120,0.000436,0.006621,0.001640,0.001216,0.001044,0.000956,0.039617,0.023861,0.003406,0.000255,0.000166,0.425008,0.911754,0.469739,0.075924,0.007137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0006.png,scene08,off,off,0.005843,0.001944,0.002322,0.001657,0.004996,0.060049,0.021559,0.015669,0.033687,0.041940,0.161667,0.087841,0.056940,0.025402,0.047272,0.299117,0.788399,0.534175,0.440435,0.051349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0007.png,scene08,off,off,0.000853,0.000176,0.000290,0.000239,0.000730,0.033386,0.014299,0.007665,0.011082,0.005107,0.539389,0.169269,0.023393,0.005372,0.004997,0.820398,0.877270,0.593267,0.083770,0.025878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0000.png,scene08,off,off,0.000257,0.000094,0.000139,0.000064,0.000376,0.018532,0.002994,0.002896,0.001511,0.002101,0.013663,0.008564,0.002584,0.000476,0.000063,0.978498,0.997236,0.932700,0.676972,0.098721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0001.png,scene08,off,off,0.002083,0.000534,0.000782,0.000394,0.001465,0.007163,0.002727,0.002488,0.004286,0.005130,0.006233,0.004287,0.004039,0.002694,0.002236,0.172090,0.553052,0.376247,0.200754,0.029833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0002.png,scene08,off,off,0.006577,0.003186,0.004068,0.002386,0.004287,0.022118,0.016387,0.017409,0.024515,0.017895,0.080854,0.026415,0.063877,0.012350,0.048270,0.387217,0.224124,0.141787,0.067707,0.071276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0003.png,scene08,off,off,0.006755,0.002241,0.002187,0.002059,0.005368,0.259028,0.116488,0.062049,0.132360,0.127853,0.408900,0.231377,0.063844,0.085165,0.127827,0.617791,0.800981,0.778607,0.789886,0.314679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0004.png,scene08,off,off,0.022540,0.012034,0.015215,0.011546,0.026477,0.308274,0.141735,0.172811,0.151141,0.168991,0.300610,0.360439,0.228758,0.089065,0.055684,0.699182,0.881085,0.721393,0.501952,0.148075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L7__s20260819__0005.png,scene08,off,off,0.000772,0.000259,0.000328,0.000167,0.000601,0.005305,0.002949,0.001359,0.002004,0.002553,0.064374,0.018888,0.003644,0.000528,0.001249,0.327607,0.706721,0.237166,0.092922,0.038039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
