frame_id,scene_id,tier,toggle_state,p_A1,p_B1,p_C1,p_D1,p_E1,p_A2,p_B2,p_C2,p_D2,p_E2,p_A3a,p_B3a,p_C3a,p_D3a,p_E3a,p_A3b,p_B3b,p_C3b,p_D3b,p_E3b,g_A1,g_B1,g_C1,g_D1,g_E1,g_A2,g_B2,g_C2,g_D2,g_E2,g_A3a,g_B3a,g_C3a,g_D3a,g_E3a,g_A3b,g_B3b,g_C3b,g_D3b,g_E3b
off/scene08/L0__s20260819__0000.png,scene08,off,off,0.016405,0.009376,0.009861,0.012044,0.011010,0.006094,0.021952,0.033150,0.012110,0.000759,0.014692,0.110793,0.468236,0.053459,0.014991,0.186480,0.031360,0.020113,0.003946,0.041555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0001.png,scene08,off,off,0.002089,0.000904,0.001292,0.001190,0.003525,0.000618,0.001366,0.001059,0.001394,0.001889,0.006179,0.000258,0.000058,0.000033,0.000425,0.003624,0.005675,0.004001,0.000468,0.000142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0002.png,scene08,off,off,0.001525,0.000696,0.001277,0.000837,0.000951,0.001854,0.001698,0.000458,0.000262,0.000506,0.018239,0.001051,0.000756,0.000242,0.003447,0.033894,0.062889,0.004665,0.002044,0.003579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0003.png,scene08,off,off,0.013555,0.007310,0.006358,0.004812,0.004761,0.016521,0.035688,0.024692,0.016073,0.013380,0.012293,0.007001,0.033740,0.017522,0.031067,0.025650,0.013000,0.037006,0.014056,0.054689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0004.png,scene08,off,off,0.024617,0.007915,0.007971,0.006721,0.007743,0.025839,0.056679,0.038889,0.020951,0.027842,0.048883,0.007326,0.005701,0.011866,0.083742,0.001352,0.005508,0.010513,0.005186,0.002295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0005.png,scene08,off,off,0.000760,0.000202,0.000250,0.000316,0.000431,0.000456,0.000890,0.000713,0.000180,0.000108,0.000421,0.000336,0.000151,0.000071,0.000037,0.000109,0.000119,0.000092,0.000019,0.000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0006.png,scene08,off,off,0.007660,0.003518,0.003556,0.003847,0.005476,0.003674,0.011195,0.008599,0.004057,0.003061,0.004246,0.003080,0.006471,0.001034,0.006067,0.001196,0.000856,0.002141,0.000222,0.000933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L0__s20260819__0007.png,scene08,off,off,0.000457,0.000138,0.000151,0.000164,0.000368,0.008007,0.020444,0.015608,0.010476,0.003122,0.019682,0.044816,0.098555,0.016762,0.005107,0.013516,0.003783,0.005113,0.000593,0.004247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0000.png,scene08,off,off,0.006589,0.003407,0.003666,0.003400,0.003110,0.006226,0.016788,0.030730,0.007841,0.001486,0.004038,0.016597,0.068743,0.017888,0.005064,0.053200,0.034240,0.008449,0.003055,0.026238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off/scene08/L5__s20260819__0001.png,scene08,off,off,0.000020,0.000007,0.000010,0.000006,0.000032,0.000009,0.000008,0.000003,0.000004,0.000009,0.000021,0.000003,0.000000,0.000000,0.000001,0.000172,0.000327,0.000149,0.000307,0.000034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
